UqID,ID,Region,Location,Contract Type,Property Type,Years,Bedrooms,Bathrooms,Land Size (SQM),Build Size (SQM),FSR,Price IDR,Price ($),Price/SQM ($),Price/Year ($),Availability,Sold Date,Scrape Date,Days listed,Off plan
17041,LHV771,South Badung,Bingin,Leasehold,Villa,,6,6,1170,1055,90%,40637500000,2491527,2362,,Sold,Jul/24,Apr/24,,Available
17042,PPV3662,North Badung,Bumbak,Leasehold,Villa,23,2,2,194,110,57%,4050000000,259793,2362,11295,Sold,Mar/24,Nov/23,121,Available
17043,,North Badung,Kerobokan,Leasehold,Villa,18,6,6,,1000,,35735700000,2361965,2362,131220,Available,,Feb/23,,Available
17044,PPV3704,North Badung,Berawa,Leasehold,Villa,25,2,3,200,180,90%,6635000000,425129,2362,17005,Sold,Mar/24,Jan/24,60,Available
17045,,Mengwi,Pererenan,Leasehold,Villa,30,3,,,260,,9378600000,614079,2362,20469,Available,,Mar/23,,Available
17046,,North Badung,Canggu,Leasehold,Villa,24,3,,,275,,9702000000,649585,2362,27066,Available,,Jun/23,,Available
17047,2279,North Badung,Berawa,Leasehold,Villa,25,4,3,288,307,107%,10968996250,725000,2362,29000,Sold,Aug/23,Feb/23,,Available
17048,RF3747,Mengwi,Seseh,Leasehold,Villa,27,3,2,400,370,93%,14058844600,873763,2362,32362,Available,,Dec/24,,Off Plan
17049,URB0074,Gianyar,Ubud,Leasehold,Villa,40,3,3,486,124,26%,4595544286,292896,2362,7322,Available,,Oct/24,,Off Plan
17050,BB-V1893,Mengwi,Pererenan,Leasehold,Villa,20,5,5,2000,625,31%,22051250000,1476413,2362,73821,Available,,Jun/23,,Available
17051,PE241189,Mengwi,Pererenan,Leasehold,Villa,25,1,1,80,80,100%,3082590000,188997,2362,7560,Sold,Jul/24,Apr/24,91,Off Plan
17052,BB-V1977,Mengwi,Pererenan,Leasehold,Villa,23,1,1,87,75,86%,2700000000,177116,2362,7701,Available,,Aug/23,,Off Plan
17053,TEAC002,North Badung,Canggu,Leasehold,Apartment,,1,1,,80,,2883000000,189049,2363,,Sold,Sep/23,Jan/23,243,Available
17054,LAZ111998,North Badung,Berawa,Leasehold,Apartment,,2,2,110,95,86%,3500000000,224513,2363,,Sold,Feb/24,Nov/23,,Off Plan
17055,96462,South Badung,Uluwatu,Leasehold,Villa,17,2,2,100,80,80%,3116610000,189000,2363,11118,Available,,Aug/25,,Available
17056,RF4529,Gianyar,Ubud,Leasehold,Villa,25,2,2,230,126,55%,4834225000,297702,2363,11908,Sold,Nov/24,Jul/24,123,Off Plan
17057,VL3289,North Badung,Umalas,Leasehold,Villa,23,3,2,145,127,88%,4891323107,300081,2363,13047,Available,,Jan/25,,Available
17058,RF2198C,South Badung,Uluwatu,Leasehold,Villa,30,3,3,174,175,101%,6513103800,413536,2363,13785,Sold,Mar/25,Oct/23,517,Off Plan
17059,BSVL654,South Badung,Ungasan,Leasehold,Villa,38,3,3,1000,325,33%,12159750000,767894,2363,20208,Available,,Nov/24,,Available
17060,BB-V2204,North Badung,Canggu,Leasehold,Villa,38,3,3,813,516,63%,19865000000,1219460,2363,32091,Available,,May/25,,Available
17061,1123,Mengwi,Tumbak Bayuh,Leasehold,Villa,24,4,4,879,585,67%,21887550000,1382209,2363,57592,Available,,Nov/24,,Available
17062,52207,North Badung,Berawa,Leasehold,Villa,29,2,2,156,80,51%,2881155443,189000,2363,6517,Available,,Aug/23,,Off Plan
17063,RF2647,North Badung,Padonan,Leasehold,Villa,40,3,3,162,115,71%,4236555000,271760,2363,6794,Sold,Jul/24,Nov/23,243,Off Plan
17064,BE-547,Mengwi,Pererenan,Leasehold,Villa,25,1,1,84,80,95%,2976707045,189000,2363,7560,Sold,Nov/25,Oct/23,762,Off Plan
17065,BSDL608,Mengwi,Pererenan,Leasehold,Villa,24,1,2,84,80,95%,2946381136,189000,2363,7875,Available,,Nov/23,,Off Plan
17066,PPV3501,North Badung,Babakan,Leasehold,Villa,27,1,1,130,90,69%,3350000000,212701,2363,7878,Sold,Mar/24,Oct/23,152,Off Plan
17067,BE-673,Mengwi,Tumbak Bayuh,Leasehold,Villa,35,3,3,129.5,130,100%,4705816936,307199,2363,8777,Sold,Jan/25,Sep/24,122,Off Plan
17068,BE-1403,North Badung,Canggu,Leasehold,Villa,25,2,2,150,110,73%,4304300000,260000,2364,10400,Sold,Jul/25,Mar/25,122,Available
17069,UR0805,North Badung,Bumbak,Leasehold,Villa,21,3,4,220,110,50%,3963494261,260000,2364,12381,Available,,Aug/23,,Available
17070,96223,South Badung,Uluwatu,Leasehold,Villa,25,3,3,325,198.84,61%,7750300000,470000,2364,18800,Available,,Aug/25,,Off Plan
17071,UB0212L,Gianyar,Pejeng,Leasehold,Villa,25,6,7,932,285,31%,10569751857,673662,2364,26946,Sold,Sep/24,Oct/24,,Available
17072,YA540,South Badung,Uluwatu,Leasehold,Villa,14,2,2,1153,200,17%,7600000000,472830,2364,33774,Sold,Jul/25,May/24,426,Available
17073,URB983,Tabanan,Nyanyi,Leasehold,Villa,30,3,3,964,468,49%,17968065500,1106512,2364,36884,Available,,Jul/24,,Off Plan
17074,VL3432,North Badung,Berawa,Leasehold,Villa,25,2,2,89,63,71%,2480920122,148959,2364,5958,Available,,Nov/25,,Available
17075,PPV4398,North Badung,Berawa,Leasehold,Villa,36,2,2,149,115,77%,4500000000,271821,2364,7551,Sold,Jan/25,Mar/25,,Available
17076,2481,Mengwi,Tumbak Bayuh,Leasehold,Villa,30,2,2,285,110,39%,4178980000,259993,2364,8666,Sold,Dec/24,May/24,214,Available
17077,BE-800,North Badung,Umalas,Leasehold,Villa,30,2,2,200,110,55%,4179090783,260000,2364,8667,Sold,Aug/24,May/24,92,Available
17078,CVG1512,Mengwi,Tumbak Bayuh,Leasehold,Villa,29,2,2,285,110,39%,4028997143,260000,2364,8966,Sold,Jan/25,Dec/23,397,Off Plan
17079,RF5977,South Badung,Pandawa,Leasehold,Villa,25,3,3,200,105,53%,4120000000,248193,2364,9928,Sold,Jun/25,Jan/25,151,Available
17080,,South Badung,Uluwatu,Leasehold,Villa,,2,3,,166,,5821200000,392548,2365,,Available,,Apr/23,,Available
17081,V005-3216,North Badung,Berawa,Leasehold,Villa,29,3,2,220,148,67%,5191000000,350051,2365,12071,Sold,Apr/23,Apr/23,,Available
17082,BE-1197,North Badung,Umalas,Leasehold,Villa,28,3,3,295,215,73%,7790566500,508573,2365,18163,Available,,Sep/24,,Available
17083,BSDL699,South Badung,Bingin,Leasehold,Villa,26,3,3,392,201,51%,7410940355,475386,2365,18284,Sold,Feb/24,Nov/23,92,Off Plan
17084,101440,North Badung,Berawa,Leasehold,Villa,24,2,2,90,63,70%,2481595000,149000,2365,6208,Available,,Nov/25,,Available
17085,VL3355,North Badung,Padonan,Leasehold,Villa,28,2,2,65,80,123%,3120486778,189235,2365,6758,Available,,Aug/25,,Available
17086,PPV3323,Mengwi,Pererenan,Leasehold,Villa,24,1,2,82,80,98%,2950000000,189232,2365,7885,Sold,Mar/24,Nov/23,121,Off Plan
17087,92776,Mengwi,Cemagi,Leasehold,Villa,25,1,1,116,85,73%,3274290000,201000,2365,8040,Available,,May/25,,Available
17088,BSDL1689,Mengwi,Cemagi,Leasehold,Villa,29,2,2,150,120,80%,4698827846,283831,2365,9787,Sold,Oct/25,Feb/25,214,Off Plan
17089,,Mengwi,Pererenan,Freehold,Villa,,2,2,,250,,8950000000,591554,2366,,Available,,Feb/23,,Available
17090,Ref.IDTBV-215,Tabanan,Balian,Leasehold,Villa,22,2,2,200,93,47%,3642100000,220000,2366,10000,Available,,Mar/25,,Off Plan
17091,B3018,Denpasar,Sanur,Leasehold,Villa,30,3,3,191,170,89%,6700000000,402282,2366,13409,Available,,Nov/25,,Off Plan
17092,BE-2165,Gianyar,Ubud,Leasehold,Villa,23,5,5,1080,380,35%,14644710000,899000,2366,39087,Available,,May/25,,Available
17093,1249,Gianyar,Ubud,Leasehold,Villa,23,5,5,1080,380,35%,14644710000,899000,2366,39087,Available,,May/25,,Available
17094,VLH0556,Mengwi,Tumbak Bayuh,Leasehold,Villa,26,1,1,80,70,88%,2689230340,165644,2366,6371,Sold,Dec/25,Jun/25,,Available
17095,RF7144,Mengwi,Pererenan,Leasehold,Villa,24,2,2,109,90,83%,3534510000,212922,2366,8872,Sold,Apr/25,Jun/25,,Off Plan
17096,,North Badung,Canggu,Leasehold,Apartment,,1,2,,70,,2475000000,165710,2367,,Available,,Jun/23,,Available
17097,,Gianyar,Ubud,Leasehold,Villa,,2,,,182,,6387150000,430872,2367,,Available,,May/23,,Available
17098,PVSA006C,South Badung,Bingin,Leasehold,Villa,22,3,3,233,128,55%,4939106593,303035,2367,13774,Available,,Jul/25,,Available
17099,BE-948,South Badung,Uluwatu,Leasehold,Villa,30,2,2,278,180,65%,6959793496,426077,2367,14203,Sold,Jul/24,Jun/24,30,Available
17100,,North Badung,Canggu,Leasehold,Villa,22,3,3,189,148,78%,5800000000,350347,2367,15925,Available,,Mar/25,,Available
17101,BSVL732,North Badung,Umalas,Leasehold,Villa,25,3,3,194,169,87%,6630000000,400000,2367,16000,Available,,Jan/25,,Available
17102,BE-2658,South Badung,Bingin,Leasehold,Villa,27,3,3,145,207,143%,7595000000,490000,2367,18148,Available,,Dec/25,,Available
17103,,Mengwi,Pererenan,Leasehold,Villa,24,4,,,298,,10672200000,705383,2367,29391,Available,,Feb/23,,Available
17104,BE-2209,North Badung,Kerobokan,Leasehold,Villa,31,1,1,50,60,120%,2313180000,142000,2367,4581,Available,,May/25,,Off Plan
17105,CA0598L,North Badung,Babakan,Leasehold,Villa,26,2,2,110,104,95%,3700000000,246128,2367,9466,Sold,Sep/25,Jul/23,793,Off Plan
17106,,North Badung,Umalas,Leasehold,Villa,,2,,,120,,4300000000,284210,2368,,Available,,Feb/23,,Available
17107,BSVL346,North Badung,Padonan,Leasehold,Villa,,2,2,160,95,59%,3456010714,225000,2368,,Sold,Oct/23,Sep/23,30,Available
17108,UM775L,North Badung,Umalas,Leasehold,Villa,,2,,215,140,65%,5400000000,331492,2368,,Available,,Jan/25,,Available
17109,UM774L,North Badung,Umalas,Leasehold,Villa,,2,,215,140,65%,5400000000,331492,2368,,Available,,Mar/25,,Available
17110,453738,Central Badung,Seminyak,Freehold,Villa,,3,3,141,160,113%,6000000000,378903,2368,,Available,,Nov/24,,Available
17111,RF7290,Tabanan,Balian,Freehold,Villa,,3,3,365,210,58%,8100000000,497238,2368,,Sold,Aug/25,Mar/25,153,Available
17112,,North Badung,Canggu,Leasehold,Villa,,3,3,,157,,5625251940,371803,2368,,Available,,Feb/23,,Available
17113,,North Badung,Berawa,Freehold,Villa,,5,6,,274,,9621150000,648794,2368,,Available,,Apr/23,,Available
17114,LHV819,Mengwi,Pererenan,Leasehold,Villa,27,3,3,130,200,154%,7498000000,473502,2368,17537,Available,,Nov/24,,Available
17115,SE194477,Central Badung,Seminyak,Leasehold,Villa,26,5,5,550,300,55%,11585350000,710310,2368,27320,Sold,Jul/24,Apr/24,91,Available
17116,Ref.IDSUBD1485,Gianyar,Ubud,Leasehold,Villa,28,4,4,900,380,42%,13719787826,900000,2368,32143,Sold,Sep/24,Aug/23,397,Available
17117,,North Badung,Berawa,Leasehold,Villa,30,1,,,80,,2829750000,189462,2368,6315,Available,,Jun/23,,Available
17118,RF5489,South Badung,Bingin,Leasehold,Villa,27,1,1,109,96,88%,3600000000,227342,2368,8420,Sold,Jul/24,Nov/24,,Off Plan
17119,V018-3699,Gianyar,Ubud,Freehold,Villa,,2,2,100,104,104%,3758000000,246425,2369,,Available,,Jan/23,,Available
17120,,North Badung,Berawa,Freehold,Villa,,2,,,550,,19322470860,1302994,2369,,Available,,Apr/23,,Available
17121,V005-3591,North Badung,Canggu,Freehold,Villa,,3,3,175,225,129%,7900000000,532928,2369,,Sold,Mar/23,May/23,,Available
17122,PPV4203,North Badung,Babakan,Leasehold,Villa,28,2,2,149,131,88%,4915000000,310384,2369,11085,Sold,Jan/25,Nov/24,61,Available
17123,,Mengwi,Pererenan,Leasehold,Villa,45,3,3,,228,,8068830000,540238,2369,12005,Available,,Jun/23,,Available
17124,LHV671,South Badung,Bingin,Leasehold,Villa,27,4,4,392,220,56%,8500000000,521144,2369,19302,Available,,Apr/24,,Off Plan
17125,VV031,North Badung,Umalas,Freehold,Villa,,4,4,660,300,45%,11200000000,711121,2370,,Sold,Nov/23,Oct/23,31,Available
17126,,North Badung,Berawa,Leasehold,Villa,,4,4,,315,,11400000000,746434,2370,,Available,,Mar/23,,Available
17127,48817,North Badung,Berawa,Leasehold,Villa,31,4,4,300,270,90%,10425600000,640000,2370,20645,Available,,May/25,,Available
17128,48818,Tabanan,Buwit,Leasehold,Villa,30,6,6,300,270,90%,9760030476,640000,2370,21333,Available,,Jan/23,,Off Plan
17129,BSDL1613,Gianyar,Ubud,Leasehold,Villa,30,1,2,50,54,108%,2121600000,128000,2370,4267,Available,,Mar/25,,Off Plan
17130,,North Badung,Umalas,Leasehold,Villa,,3,3,,200,,7031556840,474167,2371,,Available,,Apr/23,,Available
17131,,South Badung,Uluwatu,Freehold,Villa,,6,,,711,,25000000000,1685853,2371,,Available,,Apr/23,,Available
17132,,North Badung,Kerobokan,Freehold,Villa,,7,7,,884,,32016600000,2096340,2371,,Available,,Mar/23,,Available
17133,BE-1167,South Badung,Uluwatu,Leasehold,Villa,30,2,2,120,130,108%,4721555455,308226,2371,10274,Sold,Mar/25,Sep/24,181,Off Plan
17134,RF6466,North Badung,Canggu,Leasehold,Villa,42,3,4,240,185,77%,7270000000,438612,2371,10443,Available,,Apr/25,,Available
17135,76269,South Badung,Ungasan,Leasehold,Villa,22,4,4,600,182,30%,6610177636,431517,2371,19614,Available,,Sep/24,,Available
17136,53047,Central Badung,Seminyak,Leasehold,Apartment,24,1,1,35,35,100%,1265269322,83000,2371,3458,Sold,Dec/24,Aug/23,488,Off Plan
17137,PE254410,Mengwi,Pererenan,Leasehold,Villa,27,4,5,725,596,82%,22738500000,1413207,2371,52341,Sold,Aug/24,Dec/24,,Available
17138,500b8cdc-0329-47e0-b83c-745af0681e0c,Mengwi,Tumbak Bayuh,Leasehold,Villa,27,4,4,725,596,82%,22738500000,1413207,2371,52341,Available,,Dec/24,,Available
17139,2731,South Badung,Uluwatu,Freehold,Villa,,3,3,312,220,71%,8500000000,521793,2372,,Available,,May/25,,Available
17140,BSVF150,Gianyar,Ubud,Freehold,Villa,,4,5,1359,440,32%,17000000000,1043585,2372,,Sold,Apr/25,Jun/25,517,Available
17141,PPV4590,North Badung,Canggu,Leasehold,Villa,25,2,2,90,125,139%,4930000000,296452,2372,11858,Sold,Nov/25,Oct/25,61,Available
17142,UB239L,Gianyar,Ubud,Leasehold,Villa,27,5,,700,220,31%,8500000000,521793,2372,19326,Sold,Sep/25,Jan/25,243,Available
17143,VL2782,Mengwi,Pererenan,Leasehold,Villa,27,3,3,249,274,110%,10237352273,650000,2372,24074,Available,,Oct/23,,Off Plan
17144,URB996,North Badung,Canggu,Leasehold,Apartment,26,1,1,,78,,3017350000,184997,2372,7115,Available,,Apr/24,,Off Plan
17145,PPV3482,North Badung,Padonan,Leasehold,Villa,25,2,2,135,90,67%,3255000000,213524,2372,8541,Sold,Nov/23,Aug/23,,Available
17146,UL.449,Gianyar,Ubud,Leasehold,Villa,25,2,2,200,150,75%,5900000000,355958,2373,14238,Available,,Feb/25,,Available
17147,CVA1775,Gianyar,Ubud,Leasehold,Villa,23,5,5,1055,380,36%,14686341836,901556,2373,39198,Sold,Dec/25,May/25,,Available
17148,BB-V1924,Mengwi,Pererenan,Leasehold,Villa,30,1,1,65,83,128%,2980000000,196964,2373,6565,Sold,Dec/23,Feb/23,303,Off Plan
17149,,North Badung,Canggu,Freehold,Villa,,3,3,,160,,5673082800,379834,2374,,Available,,Jun/23,,Available
17150,,Mengwi,Pererenan,Leasehold,Villa,,3,4,,410,,14536830000,973294,2374,,Available,,Jun/23,,Available
17151,,South Badung,Nusa Dua,Freehold,Villa,,4,4,,800,,29000000000,1898823,2374,,Available,,Mar/23,,Available
17152,PPV2946,South Badung,Nusa Dua,Freehold,Villa,,4,4,500,800,160%,29000000000,1898823,2374,,Sold,Feb/23,Mar/23,,Available
17153,,Central Badung,Seminyak,Leasehold,Villa,,5,5,,350,,12320000000,830788,2374,,Available,,Apr/23,,Available
17154,UB0110L,Gianyar,Ubud,Leasehold,Villa,25,2,3,107,112,105%,3942513900,265860,2374,10634,Sold,Nov/25,Apr/23,945,Available
17155,RF2638,South Badung,Jimbaran,Leasehold,Villa,25,2,3,220,171,78%,6394800000,406025,2374,16241,Sold,Jul/25,Oct/23,639,Available
17156,CA0323L,North Badung,Canggu,Leasehold,Villa,24,4,4,300,198,66%,7167522381,470000,2374,19583,Sold,Oct/23,Jan/23,,Off Plan
17157,43292,North Badung,Berawa,Leasehold,Villa,21,4,4,300,198,66%,7110935500,470000,2374,22381,Sold,Aug/23,Feb/23,181,Off Plan
17158,RF6873,North Badung,Canggu,Leasehold,Villa,25,4,4,700,302,43%,11900000000,716867,2374,28675,Sold,May/25,Jan/25,120,Available
17159,,North Badung,Canggu,Leasehold,Villa,21,4,4,400,320,80%,12225000000,759789,2374,36180,Available,,Dec/24,,Available
17160,VL2728,South Badung,Nyang Nyang,Leasehold,Villa,26,1,1,125,83,66%,3003185334,197005,2374,7577,Available,,Aug/23,,Off Plan
17161,UB294L,Gianyar,Ubud,Leasehold,Villa,28,1,,253,114,45%,4500000000,270595,2374,9664,Available,,Oct/25,,Available
17162,,Central Badung,Seminyak,Leasehold,Apartment,,1,1,,36,,1293600000,85501,2375,,Available,,Feb/23,,Available
17163,BP325L,South Badung,Ungasan,Leasehold,Villa,,2,,215,115,53%,4450000000,273174,2375,,Available,,Mar/25,,Available
17164,PPV2576,Central Badung,Seminyak,Freehold,Villa,,4,4,1150,826,72%,32000000000,1961953,2375,,Sold,Dec/24,Apr/24,,Available
17165,311,South Badung,Uluwatu,Freehold,Villa,,5,5,1300,600,46%,21559751250,1425000,2375,,Sold,Aug/23,Feb/23,181,Available
17166,RF2384A,South Badung,Uluwatu,Leasehold,Villa,19,1,1,190,80,42%,2993059000,190038,2375,10002,Sold,Nov/23,Oct/23,31,Off Plan
17167,PPV3749,North Badung,Berawa,Leasehold,Villa,25,2,2,180,120,67%,4645000000,284990,2375,11400,Sold,Jan/25,Jul/25,366,Available
17168,2342,Mengwi,Seseh,Leasehold,Villa,25,2,2,177,120,68%,4352696429,285000,2375,11400,Sold,Aug/23,Mar/23,,Off Plan
17169,BE-1910,North Badung,Umalas,Leasehold,Villa,29,3,4,196,168,86%,6613425000,399000,2375,13759,Available,,Apr/25,,Available
17170,BB-V2210,North Badung,Kerobokan,Leasehold,Villa,28,3,3,193,168,87%,6500000000,399018,2375,14251,Available,,May/25,,Available
17171,1010,North Badung,Kerobokan,Leasehold,Villa,26,3,3,230,200,87%,7475796136,475000,2375,18269,Sold,Feb/25,Aug/24,184,Available
17172,VL3056,North Badung,Bumbak,Leasehold,Villa,27,3,3,250,215,86%,8038046739,510724,2375,18916,Available,,Aug/24,,Available
17173,PPV3778,Mengwi,Pererenan,Leasehold,Villa,25,4,4,409,282,69%,10925000000,669823,2375,26793,Sold,Sep/24,Apr/24,,Available
17174,,North Badung,Berawa,Leasehold,Villa,24,7,8,,540,,19404000000,1282515,2375,53438,Available,,Feb/23,,Available
17175,BSDL1347,South Badung,Uluwatu,Leasehold,Villa,28,1,1,111,74,67%,2757326571,175738,2375,6276,Available,,Oct/24,,Off Plan
17176,RF1557A,North Badung,Canggu,Leasehold,Villa,28,2,2,65,80,123%,3166350000,190000,2375,6786,Available,,Sep/25,,Off Plan
17177,100191,North Badung,Padonan,Leasehold,Villa,27,2,2,65,80,123%,3159700000,190000,2375,7037,Available,,Oct/25,,Available
17178,BE-850,Gianyar,Ubud,Leasehold,Villa,29,2,2,257,120,47%,4580805000,284992,2375,9827,Sold,Apr/25,May/24,335,Off Plan
17179,URB0019,North Badung,Canggu,Freehold,Villa,,2,3,122,151,124%,5646118891,358745,2376,,Available,,Aug/24,,Available
17180,,Mengwi,Tumbak Bayuh,Leasehold,Villa,,4,4,,217,,7800000000,515544,2376,,Available,,Feb/23,,Available
17181,BSVL546,North Badung,Canggu,Leasehold,Villa,27,2,3,106,127,120%,4900381500,301776,2376,11177,Available,,Jul/24,,Available
17182,RF4428A,North Badung,Canggu,Leasehold,Villa,27,2,2,149,131,88%,5070000000,311234,2376,11527,Sold,Apr/25,Apr/25,,Available
17183,BU244775,South Badung,Ungasan,Leasehold,Villa,25,3,3,126,129,102%,5006872226,306519,2376,12261,Sold,Aug/24,Jun/24,61,Off Plan
17184,fb82af62-83d1-4ca1-89cd-91c1aae54c3f,North Badung,Berawa,Leasehold,Villa,28,3,3,210,181,86%,7151648350,430045,2376,15359,Available,,Oct/25,,Available
17185,BSDL1460,South Badung,Bingin,Leasehold,Villa,39,1,1,39,34,87%,1300000000,80796,2376,2072,Sold,Jun/24,Dec/24,,Off Plan
17186,CVG1733,North Badung,Umalas,Leasehold,Villa,22,5,5,545,305,56%,12013000000,724766,2376,32944,Available,,May/25,,Available
17187,,North Badung,Berawa,Leasehold,Villa,22,5,,,450,,15846600000,1068999,2376,48591,Available,,May/23,,Available
17188,BSDL1303,Gianyar,Ubud,Leasehold,Apartment,30,2,3,192,80,42%,2911625864,190073,2376,6336,Available,,Sep/24,,Off Plan
17189,RF5356,Mengwi,Pererenan,Leasehold,Villa,25,1,1,100,75,75%,2893400000,178182,2376,7127,Sold,May/25,Jul/24,304,Available
17190,65241,Mengwi,Cemagi,Freehold,Villa,,3,3,227,223,98%,8323120000,529988,2377,,Available,,Mar/24,,Available
17191,2549,South Badung,Uluwatu,Freehold,Villa,,3,3,1500,589,39%,22500000000,1399826,2377,,Sold,Jan/25,May/24,,Available
17192,40946,North Badung,Canggu,Freehold,Villa,,4,5,730,610,84%,21494470455,1450000,2377,,Sold,Aug/23,May/23,92,Available
17193,VFH0203,North Badung,Canggu,Freehold,Villa,,4,4,730,610,84%,23620500000,1450000,2377,,Available,,May/25,,Available
17194,669,North Badung,Canggu,Freehold,Villa,,5,5,730,610,84%,21797573810,1450000,2377,,Available,,Jul/23,,Available
17195,BE-2120,North Badung,Berawa,Leasehold,Villa,23,2,2,145,120,83%,4647504420,285298,2377,12404,Available,,May/25,,Available
17196,KE760L,North Badung,Kerobokan,Leasehold,Villa,39,5,5,800,425,53%,16000000000,1010407,2377,25908,Available,,Nov/24,,Available
17197,VLH0988,North Badung,Canggu,Leasehold,Villa,29,4,4,730,610,84%,23540750000,1450000,2377,50000,Available,,Jun/25,,Available
17198,PPV4612,South Badung,Bingin,Leasehold,Villa,33,1,1,123,105,85%,4150000000,249549,2377,7562,Sold,Nov/25,Oct/25,31,Available
17199,BE-500,North Badung,Padonan,Leasehold,Villa,25,2,2,135,90,67%,3285639000,213908,2377,8556,Sold,Oct/23,Sep/23,30,Available
17200,BU244760,South Badung,Ungasan,Leasehold,Villa,25,2,2,96,101,105%,3921915965,240099,2377,9604,Sold,Sep/24,Jun/24,92,Off Plan
17201,PPV4236,North Badung,Berawa,Freehold,Villa,,4,4,400,400,100%,15500000000,951212,2378,,Sold,Nov/24,Jan/25,153,Available
17202,LAZ133973,Mengwi,Pererenan,Leasehold,Villa,25,2,3,165,111,67%,4114677800,263942,2378,10558,Sold,Feb/24,Nov/23,92,Off Plan
17203,BU245131,South Badung,Bingin,Leasehold,Villa,21,3,3,214,120,56%,4661293565,285363,2378,13589,Sold,Aug/24,Jun/24,61,Off Plan
17204,PPV2757,Mengwi,Pererenan,Leasehold,Villa,27,4,4,357,264,74%,9500000000,627906,2378,23256,Sold,May/23,Feb/23,89,Off Plan
17205,B2664,Denpasar,Sanur,Leasehold,Villa,30,5,5,1200,500,42%,18713000000,1188994,2378,39633,Sold,Nov/25,Aug/24,457,Available
17206,BE-1004,South Badung,Padang Padang,Leasehold,Apartment,24,1,1,,55,,2123498650,130770,2378,5449,Sold,Apr/25,Jul/24,274,Off Plan
17207,CVG1595,South Badung,Pecatu,Leasehold,Apartment,24,1,1,750,55,7%,2123498650,130770,2378,5449,Available,,Jul/24,,Off Plan
17208,VL3385,North Badung,Padonan,Leasehold,Villa,28,2,2,65,80,123%,3164225359,190272,2378,6795,Available,,Oct/25,,Available
17209,BSVL541,North Badung,Umalas,Leasehold,Villa,30,2,3,200,110,55%,4246997300,261539,2378,8718,Sold,Oct/24,Jul/24,,Available
17210,RF353A,Mengwi,Pererenan,Freehold,Villa,,3,3,200,220,110%,8500000000,523448,2379,,Available,,Jul/24,,Available
17211,PPV3454,North Badung,Bumbak,Leasehold,Villa,27,3,4,170,147,86%,5700000000,349719,2379,12953,Sold,Nov/24,Jul/25,489,Available
17212,,Central Badung,Seminyak,Leasehold,Villa,18,3,3,,156,,5659500000,371114,2379,20617,Available,,Jan/23,,Available
17213,BP0221L,South Badung,Bingin,Leasehold,Villa,30,4,4,178,269,151%,9988480000,639998,2379,21333,Sold,May/25,Jan/24,486,Off Plan
17214,60197,South Badung,Bingin,Leasehold,Villa,28,4,4,231,269,116%,9977163636,640000,2379,22857,Sold,May/24,Nov/23,182,Off Plan
17215,VLH0648,North Badung,Canggu,Leasehold,Villa,27,4,4,302,269,89%,10286720000,639983,2379,23703,Sold,Sep/25,May/24,488,Off Plan
17216,BSDL132,North Badung,Canggu,Leasehold,Villa,27,4,4,302,269,89%,9620998095,640000,2379,23704,Available,,Jul/23,,Off Plan
17217,SE728L,Central Badung,Seminyak,Leasehold,Villa,25,3,3,600,300,50%,11300000000,713600,2379,28544,Available,,Nov/24,,Available
17218,Ref.IDSUMS1324,North Badung,Umalas,Leasehold,Villa,45,2,2,250,120,48%,4231623810,285462,2379,6344,Available,,May/23,,Available
17219,BSDL398,South Badung,Bingin,Leasehold,Villa,25,1,1,110,90,82%,3341655000,214112,2379,8564,Sold,Feb/24,Jan/24,,Available
17220,PPV3576,North Badung,Berawa,Leasehold,Villa,25,2,2,130,95,73%,3560000000,226035,2379,9041,Sold,Mar/24,Oct/23,152,Available
17221,,Central Badung,Seminyak,Freehold,Villa,,4,4,,255,,9000000000,606907,2380,,Available,,Apr/23,,Available
17222,PPV3845,South Badung,Bingin,Leasehold,Villa,30,2,2,150,132,88%,5050000000,314183,2380,10473,Sold,Jun/24,May/24,,Off Plan
17223,LAZ117798,Mengwi,Pererenan,Leasehold,Villa,30,3,3,330,238,72%,8830116540,566421,2380,18881,Sold,Feb/24,Nov/23,92,Off Plan
17224,URB909,North Badung,Canggu,Leasehold,Villa,28,3,3,217,250,115%,9704450000,594990,2380,21250,Available,,Apr/24,,Available
17225,VLH0783,Mengwi,Pererenan,Leasehold,Villa,23,3,3,300,250,83%,9853200000,595000,2380,25870,Available,,Mar/25,,Available
17226,BE-2284,Gianyar,Ubud,Leasehold,Apartment,23,1,1,,50,,1931965000,119000,2380,5174,Sold,Aug/25,Jun/25,61,Off Plan
17227,BE-2241,South Badung,Uluwatu,Leasehold,Villa,31,1,1,72,80,111%,3090916710,190386,2380,6141,Sold,Oct/25,Jun/25,122,Off Plan
17228,TEVB080,South Badung,Balangan,Freehold,Villa,,3,2,725,330,46%,12000000000,785720,2381,,Available,,Mar/23,,Available
17229,V005-3318,North Badung,Canggu,Freehold,Villa,,3,3,375,255,68%,9000000000,607133,2381,,Sold,Jan/23,May/23,,Available
17230,29282,South Badung,Nusa Dua,Freehold,Villa,,4,4,780,630,81%,22243928571,1500000,2381,,Sold,Aug/23,Apr/23,122,Available
17231,AL085,Central Badung,Seminyak,Freehold,Villa,,5,6,350,360,103%,13500000000,857155,2381,,Sold,Dec/23,Oct/23,61,Available
