UqID,ID,Region,Location,Contract Type,Property Type,Years,Bedrooms,Bathrooms,Land Size (SQM),Build Size (SQM),FSR,Price IDR,Price ($),Price/SQM ($),Price/Year ($),Availability,Sold Date,Scrape Date,Days listed,Off plan
1746,BSVL468,North Badung,Babakan,Leasehold,Villa,21,4,3,333,350,105%,5708500000,349994,1000,16666,Sold,Mar/25,Apr/24,,Available
1747,,North Badung,Canggu,Leasehold,Villa,23,3,,,390,,5902050000,390098,1000,16961,Available,,Feb/23,,Available
1748,94282,Central Badung,Seminyak,Leasehold,Villa,18,4,3,765,350,46%,5682250000,350000,1000,19444,Available,,Jun/25,,Available
1749,BSDL1085,Mengwi,Munggu,Leasehold,Apartment,38,1,1,80,80,100%,1303200000,80000,1000,2105,Sold,May/25,Jan/25,334,Off Plan
1750,23613,Central Badung,Seminyak,Leasehold,Villa,15,3,3,310,340,110%,5111155238,340000,1000,22667,Sold,Aug/23,Jul/23,31,Available
1751,VL1253,Central Badung,Legian,Leasehold,Villa,18,6,6,1200,750,63%,11274607143,750000,1000,41667,Sold,Sep/24,Jul/23,428,Available
1752,RF5038,Gianyar,Ubud,Leasehold,Villa,30,4,4,1000,1600,160%,26070400000,1600393,1000,53346,Sold,Feb/25,May/25,,Available
1753,28018,Tabanan,Other Tabanan,Leasehold,Apartment,14,1,1,70,100,143%,1525004762,100000,1000,7143,Sold,Aug/23,Jan/23,212,Available
1754,100814,Gianyar,Keramas,Leasehold,Villa,20,5,6,2335,1500,64%,24982500000,1500000,1000,75000,Available,,Nov/25,,Available
1755,BE-234,North Badung,Padonan,Leasehold,Villa,20,3,3,240,180,75%,2669271429,180000,1000,9000,Sold,Aug/23,Apr/23,122,Available
1756,VL2146,Denpasar,Sanur,Leasehold,Villa,24,4,5,400,250,63%,3736388253,250165,1001,10424,Available,,Jun/23,,Available
1757,BSDL1491,Tabanan,Kaba Kaba,Leasehold,Villa,24,3,3,320,256,80%,4058700000,256309,1001,10680,Available,,Nov/24,,Off Plan
1758,PM096,North Badung,Berawa,Leasehold,Villa,16,3,2,100,175,175%,2650000000,175153,1001,10947,Sold,Aug/23,Feb/23,181,Available
1759,CVG1563B,South Badung,Ungasan,Leasehold,Villa,28,2,2,130,218,168%,3506710021,218168,1001,7792,Available,,May/24,,Off Plan
1760,PPV3916,Tabanan,Cepaka,Leasehold,Villa,17,3,3,270,160,59%,2600000000,160114,1001,9418,Sold,May/25,Jul/24,,Available
1761,,Denpasar,Sanur,Leasehold,Villa,,2,2,,136,,2021250000,136301,1002,,Available,,Apr/23,,Available
1762,BE-1211,Other,Nusa Penida,Leasehold,Villa,29,2,2,185,246,133%,3777244364,246581,1002,8503,Available,,Sep/24,,Off Plan
1763,,North Badung,Canggu,Leasehold,Villa,,2,,,197,,2952043710,197650,1003,,Available,,Jun/23,,Available
1764,BB-V2029,North Badung,Kerobokan,Freehold,Villa,,5,2,301,279,93%,4500000000,279965,1003,,Sold,Apr/25,May/24,335,Available
1765,PPV2977,North Badung,Umalas,Leasehold,Villa,25,4,4,720,550,76%,9000000000,551799,1003,22072,Sold,Sep/25,Apr/24,518,Available
1766,28380,Tabanan,Kaba Kaba,Leasehold,Villa,28,4,4,780,780,100%,12740000000,782075,1003,27931,Sold,Apr/25,May/25,,Available
1767,CVM1044,Central Badung,Seminyak,Leasehold,Villa,5,2,2,,220,,3593987991,220625,1003,44125,Sold,Oct/25,Feb/25,242,Available
1768,YA105,Mengwi,Pererenan,Leasehold,Villa,20,4,5,700,300,43%,5000000000,301205,1004,15060,Sold,Feb/25,Feb/25,,Available
1769,TEVSE007,Central Badung,Seminyak,Leasehold,Villa,17,3,3,320,325,102%,5095000000,326455,1004,19203,Sold,Apr/24,Jan/24,91,Available
1770,AD030,South Badung,Jimbaran,Leasehold,Villa,25,3,3,123,180,146%,3000000000,180723,1004,7229,Sold,Mar/25,May/25,,Available
1771,37282,Tabanan,Kaba Kaba,Freehold,Villa,,3,3,470,383,81%,5787631667,385000,1005,,Sold,Feb/23,Jul/23,,Off Plan
1772,,Mengwi,Pererenan,Leasehold,Villa,,3,,,250,,3800000000,251162,1005,,Available,,Feb/23,,Available
1773,CA0664L,North Badung,Berawa,Leasehold,Villa,25,2,2,137,262,191%,4079675000,263270,1005,10531,Sold,Jun/24,Dec/23,183,Off Plan
1774,BE-2011,Central Badung,Seminyak,Leasehold,Villa,16,3,3,225,219,97%,3642100000,220000,1005,13750,Sold,May/25,Mar/25,61,Available
1775,,Mengwi,Buduk,Leasehold,Villa,21,4,4,,550,,8440740000,552671,1005,26318,Available,,Mar/23,,Available
1776,BB-V2124,North Badung,Kerobokan,Leasehold,Villa,22,4,4,1705,638,37%,10150000000,640977,1005,29135,Sold,Nov/25,Nov/24,365,Available
1777,2483,North Badung,Berawa,Leasehold,Villa,15,2,2,120,110,92%,1800000000,110497,1005,7366,Available,,May/25,,Available
1778,CVD1618,South Badung,Ungasan,Freehold,Villa,,3,4,200,168,84%,25872000000,1688940,10053,,Available,,Sep/24,,Available
1779,FHV406,North Badung,Other North Badung,Freehold,Villa,,5,3,100,300,300%,5000000000,301659,1006,,Available,,Feb/25,,Available
1780,BSDL1073,Mengwi,Cemagi,Leasehold,Villa,29,3,3,128,348,272%,5682531391,349942,1006,12067,Available,,Jul/24,,Off Plan
1781,VL2143,South Badung,Jimbaran,Leasehold,Villa,20,3,4,325,240,74%,3922500000,241556,1006,12078,Sold,Sep/24,Jul/24,62,Available
1782,V017-3432,Tabanan,Other Tabanan,Leasehold,Villa,20,3,3,806,350,43%,5220000000,352137,1006,17607,Sold,Feb/23,May/23,,Available
1783,BSVL689,Mengwi,Pererenan,Leasehold,Villa,24,3,4,600,450,75%,7172000000,452915,1006,18871,Available,,Nov/24,,Available
1784,PE209747,Mengwi,Pererenan,Leasehold,Villa,29,3,5,400,663,166%,10478010000,667204,1006,23007,Sold,Apr/24,Mar/24,31,Off Plan
1785,Ref.IDSUBD212,Gianyar,Ubud,Leasehold,Villa,26,4,6,2223,923,42%,14614630435,928590,1006,35715,Available,,Aug/24,,Available
1786,,Central Badung,Seminyak,Leasehold,Villa,11,5,5,,527,,8085000000,530162,1006,48197,Available,,Jan/23,,Available
1787,VUM1993L,North Badung,Umalas,Leasehold,Villa,25,3,3,220,177,80%,2693077700,178000,1006,7120,Sold,Jul/23,Feb/23,150,Available
1788,RF1808A,Denpasar,Sanur,Leasehold,Villa,44,4,5,314,326,104%,5350000000,328014,1006,7455,Sold,Jul/24,Apr/24,,Available
1789,VL2518,Central Badung,Seminyak,Leasehold,Villa,8,10,8,700,598,85%,9801785430,601706,1006,75213,Available,,May/25,,Available
1790,PPV4201,North Badung,Babakan,Leasehold,Villa,32,2,2,119,252,212%,4015000000,253549,1006,7923,Sold,Jul/25,Nov/24,242,Off Plan
1791,,North Badung,Canggu,Leasehold,Villa,,2,,,235,,3615192000,236711,1007,,Available,,Mar/23,,Available
1792,PPV2752,Mengwi,Tumbak Bayuh,Freehold,Villa,,3,4,246,325,132%,5000000000,327383,1007,,Sold,Jun/23,Mar/23,92,Available
1793,,Tabanan,Kaba Kaba,Freehold,Villa,,3,3,200,300,150%,5000000000,302024,1007,,Sold,May/25,Mar/25,61,Available
1794,PE249720,Mengwi,Pererenan,Leasehold,Villa,27,3,3,500,500,100%,7715021613,503641,1007,18653,Sold,Jun/24,Sep/24,,Off Plan
1795,BSDL454,Tabanan,Kedungu,Leasehold,Villa,29,4,4,1025,159,16%,2373908612,160142,1007,5522,Sold,Dec/23,May/23,214,Off Plan
1796,LHV506,North Badung,Umalas,Leasehold,Villa,24,2,2,250,180,72%,2830000000,181328,1007,7555,Sold,Feb/24,Jan/24,,Available
1797,FHV271,Tabanan,Tanah Lot,Leasehold,Villa,,3,3,360,390,108%,6002139286,393000,1008,,Sold,Dec/24,Mar/23,,Off Plan
1798,FHV334,South Badung,Pecatu,Freehold,Villa,,4,4,635,850,134%,12800000000,857007,1008,,Available,,Jun/23,,Available
1799,RF400,South Badung,Nusa Dua,Freehold,Villa,,5,7,5500,1650,30%,25000000000,1663029,1008,,Sold,Feb/24,Jul/23,215,Available
1800,27523,Tabanan,Kaba Kaba,Freehold,Villa,,9,9,34700,2200,6%,34800000000,2217973,1008,,Sold,Oct/24,Oct/24,,Available
1801,2602,South Badung,Balangan,Freehold,Villa,27,3,3,210,272,130%,4200000000,274179,1008,10155,Sold,Jan/25,Sep/24,122,Available
1802,PPV3020,Mengwi,Seseh,Leasehold,Villa,22,2,2,300,242,81%,3725000000,243901,1008,11086,Sold,May/23,Mar/23,61,Available
1803,,Gianyar,Other Gianyar,Leasehold,Villa,19,2,2,,120,,1845368910,121007,1008,6369,Available,,Jan/23,,Available
1804,RF7047,North Badung,Canggu,Leasehold,Villa,29,2,2,100,230,230%,3850000000,231928,1008,7998,Available,,Jan/25,,Off Plan
1805,,Mengwi,Cemagi,Leasehold,Villa,,3,,,335,,5012700000,338153,1009,,Available,,May/23,,Available
1806,AR079,North Badung,Canggu,Leasehold,Villa,24,3,3,200,372,186%,6215615000,375452,1009,15644,Available,,May/25,,Available
1807,BSDL696,Central Badung,Seminyak,Leasehold,Villa,25,2,2,125,86,69%,1417885135,86803,1009,3472,Sold,Sep/24,Jun/24,92,Off Plan
1808,,Mengwi,Tumbak Bayuh,Leasehold,Villa,,2,2,,167,,2500000000,168648,1010,,Available,,May/23,,Available
1809,LB124,Tabanan,Tanah Lot,Freehold,Villa,,4,4,2400,1081,45%,16308864000,1091939,1010,,Sold,Aug/23,Jun/23,61,Off Plan
1810,VSE158L,Central Badung,Seminyak,Leasehold,Villa,17,2,2,250,198,79%,2987139091,200000,1010,11765,Sold,Mar/23,Jun/23,,Available
1811,UR1005,Mengwi,Pererenan,Leasehold,Villa,25,4,4,320,312,98%,4810875000,315000,1010,12600,Sold,Jul/23,Mar/23,122,Off Plan
1812,95786,South Badung,Uluwatu,Leasehold,Villa,21,3,3,200,121,61%,1992528300,122250,1010,5821,Available,,Jul/25,,Available
1813,RF2505,South Badung,Ungasan,Leasehold,Villa,24,4,3,250,225,90%,3765000000,227149,1010,9465,Available,,May/25,,Available
1814,,Gianyar,Ubud,Leasehold,Villa,,2,,,260,,4010160000,262960,1011,,Available,,Jan/23,,Available
1815,V017-3787,Tabanan,Nyanyi,Freehold,Villa,,3,3,200,260,130%,3950000000,262759,1011,,Sold,Sep/23,Jul/23,62,Available
1816,V5.146,Gianyar,Ubud,Freehold,Villa,,3,3,640,220,34%,3500000000,222384,1011,,Available,,Aug/24,,Available
1817,RF6821B,South Badung,Ungasan,Leasehold,Villa,29,3,3,225,477,212%,7982400000,482175,1011,16627,Sold,May/25,Apr/25,30,Off Plan
1818,VL3219,Tabanan,Nyanyi,Leasehold,Villa,16,2,2,190,90,47%,1506096831,90975,1011,5686,Available,,Apr/25,,Available
1819,RF4869,North Badung,Kerobokan,Leasehold,Villa,28,2,2,200,170,85%,2800000000,171885,1011,6139,Sold,Mar/25,May/25,,Available
1820,,Tabanan,Kedungu,Freehold,Villa,,2,2,,250,,3750000000,252878,1012,,Available,,Apr/23,,Available
1821,V006-2109,North Badung,Kerobokan,Freehold,Villa,,2,2,125,100,80%,1500000000,101189,1012,,Sold,Jul/23,May/23,61,Available
1822,444007,South Badung,Balangan,Leasehold,Villa,26,4,4,150,258,172%,4000000000,261122,1012,10043,Available,,Sep/24,,Available
1823,V006-3698,North Badung,Kerobokan,Leasehold,Villa,13,2,2,375,140,37%,2100000000,141612,1012,10893,Sold,Jul/23,Apr/23,91,Available
1824,RF857B,Tabanan,Nyanyi,Leasehold,Villa,25,3,3,250,295,118%,4552275258,298509,1012,11940,Sold,Nov/23,Jan/23,304,Off Plan
1825,BSDL1057,North Badung,Umalas,Leasehold,Villa,30,3,4,250,473,189%,7800000000,478821,1012,15961,Available,,Jan/25,,Off Plan
1826,BE-281,Central Badung,Seminyak,Leasehold,Villa,18,4,4,334,321,96%,4917136250,325000,1012,18056,Sold,Aug/23,Feb/23,181,Available
1827,V005-4442,North Badung,Canggu,Leasehold,Villa,15,3,3,1180,321,27%,4960000000,324764,1012,21651,Sold,Sep/23,Mar/23,184,Available
1828,UB0180L,Gianyar,Ubud,Leasehold,Villa,24,2,2,84,73,87%,1200000000,73899,1012,3079,Sold,Dec/25,Jul/24,,Off Plan
1829,PPV3124,South Badung,Uluwatu,Leasehold,Villa,25,2,2,140,100,71%,1500000000,101151,1012,4046,Sold,Apr/23,Apr/23,,Off Plan
1830,BSDL1328,South Badung,Nusa Dua,Leasehold,Villa,24,2,2,120,167,139%,2651353320,168984,1012,7041,Available,,Oct/24,,Off Plan
1831,PPV4461,North Badung,Canggu,Leasehold,Villa,29,2,2,100,230,230%,3864000000,232771,1012,8027,Sold,Mar/25,Apr/25,,Off Plan
1832,V017-3079,Tabanan,Tanah Lot,Leasehold,Villa,25,2,2,200,200,100%,3000000000,202378,1012,8095,Sold,May/23,May/23,,Available
1833,RF2573,Gianyar,Ubud,Leasehold,Villa,30,2,3,360,290,81%,4574750000,293454,1012,9782,Sold,Mar/24,Nov/23,121,Off Plan
1834,,Central Badung,Seminyak,Leasehold,Villa,,2,,,195,,3016296567,197497,1013,,Available,,Mar/23,,Available
1835,UM747F,North Badung,Umalas,Freehold,Villa,,6,6,1250,920,74%,15000000000,932256,1013,,Sold,May/25,Dec/24,151,Available
1836,V017-3127,Tabanan,Other Tabanan,Leasehold,Villa,20,3,3,806,345,43%,5220000000,349498,1013,17475,Sold,Jul/23,Jun/23,30,Available
1837,LHV808,Gianyar,Ubud,Leasehold,Villa,33,2,2,148,150,101%,2445000000,151958,1013,4605,Sold,May/24,Dec/24,,Available
1838,RF6821A,South Badung,Ungasan,Leasehold,Villa,28,2,3,180,232,129%,3891420000,235060,1013,8395,Sold,Feb/25,Jan/25,31,Available
1839,,North Badung,Berawa,Leasehold,Villa,,9,9,,350,,5300000000,354855,1014,,Available,,Jun/23,,Available
1840,LHV717,Central Badung,Seminyak,Leasehold,Villa,30,3,3,400,250,63%,4200000000,253394,1014,8446,Available,,Feb/25,,Available
1841,PPV3102,North Badung,Babakan,Leasehold,Villa,21,3,3,800,378,47%,6000000000,383534,1015,18264,Sold,Mar/24,Feb/24,29,Available
1842,,South Badung,Jimbaran,Leasehold,Villa,13,4,4,,320,,4851000000,324792,1015,24984,Available,,Jun/23,,Available
1843,RF6996,Mengwi,Pererenan,Leasehold,Villa,30,1,1,50,100,200%,1685000000,101506,1015,3384,Available,,May/25,,Available
1844,B2849,Denpasar,Sanur,Leasehold,Villa,10,5,6,2125,832,39%,14000000000,844646,1015,84465,Available,,Feb/25,,Available
1845,BSDL646,Mengwi,Munggu,Leasehold,Villa,20,3,3,500,200,40%,3200000000,203178,1016,10159,Sold,Feb/24,Oct/23,123,Off Plan
1846,BE-1828,Gianyar,Ubud,Leasehold,Villa,24,2,2,125,255,204%,4219110000,259000,1016,10792,Sold,Jul/25,May/25,61,Available
1847,VB040,North Badung,Berawa,Leasehold,Villa,22,3,3,400,370,93%,5687193600,375897,1016,17086,Sold,Sep/23,Feb/23,212,Available
1848,978BR,Central Badung,Seminyak,Leasehold,Villa,17,4,4,599,320,53%,4817726136,325000,1016,19118,Sold,Aug/23,May/23,92,Available
1849,VL0555,North Badung,Kerobokan,Leasehold,Villa,15,7,7,650,400,62%,6199418858,406518,1016,27101,Sold,Jul/24,Jan/23,547,Available
1850,66165,North Badung,Kerobokan,Leasehold,Villa,22,2,2,150,127,85%,2103990000,128998,1016,5864,Sold,Jun/25,Apr/24,426,Available
1851,VL1466,Central Badung,Seminyak,Leasehold,Villa,25,3,4,135,200,148%,3099709429,203259,1016,8130,Sold,Dec/24,Jan/23,700,Available
1852,453900,North Badung,Kerobokan,Freehold,Villa,,2,2,74,100,135%,1600000000,101661,1017,,Available,,Aug/24,,Available
1853,,Tabanan,Nyanyi,Freehold,Villa,,3,5,,260,,3950000000,264467,1017,,Available,,Jun/23,,Available
1854,B1946,Denpasar,Sanur,Freehold,Villa,,3,2,150,100,67%,1600000000,101661,1017,,Sold,Mar/25,Aug/24,212,Available
1855,BB-V2168,North Badung,Canggu,Freehold,Villa,,3,3,140,267,191%,4500000000,271493,1017,,Available,,Feb/25,,Available
1856,FHV407,Denpasar,Denpasar,Freehold,Villa,,5,3,430,550,128%,9000000000,559354,1017,,Sold,Oct/24,Dec/24,,Available
1857,VL2027,Gianyar,Ubud,Leasehold,Villa,14,3,4,2300,294,13%,4465772941,299000,1017,21357,Sold,Sep/24,Jun/23,458,Available
1858,CVS1079,North Badung,Kerobokan,Leasehold,Villa,15,5,4,1170,600,51%,9042501364,610000,1017,40667,Sold,Oct/25,May/23,884,Available
1859,VL2542,Central Badung,Seminyak,Leasehold,Villa,23,2,2,250,180,72%,2714692323,183131,1017,7962,Available,,May/23,,Available
1860,LHV823,South Badung,Ungasan,Leasehold,Villa,25,2,2,150,200,133%,3200000000,203323,1017,8133,Available,,Aug/24,,Off Plan
1861,TEVB099,South Badung,Ungasan,Leasehold,Villa,25,5,5,380,580,153%,9000000000,590162,1018,23606,Sold,May/24,Jan/23,,Available
1862,VLH0371,North Badung,Berawa,Leasehold,Villa,18,4,4,500,450,90%,7195200000,458166,1018,25454,Sold,Apr/24,Mar/24,,Available
1863,UR0520,Mengwi,Tumbak Bayuh,Leasehold,Villa,29,2,3,130,220,169%,3320525091,224000,1018,7724,Sold,Jul/23,May/23,61,Available
1864,,South Badung,Ungasan,Freehold,Villa,,2,2,104,141,136%,2346720209,143666,1019,,Sold,Nov/24,Jun/24,,Available
1865,,Central Badung,Seminyak,Leasehold,Villa,,3,4,,455,,6872250000,463597,1019,,Available,,May/23,,Available
1866,RF2863A,South Badung,Ungasan,Freehold,Villa,,5,5,375,805,215%,13600000000,820513,1019,,Sold,Jul/25,Feb/25,150,Available
1867,BP331L,South Badung,Balangan,Leasehold,Villa,25,3,2,180,250,139%,4100000000,254817,1019,10193,Available,,Dec/24,,Available
1868,38116,Gianyar,Ubud,Leasehold,Villa,22,1,2,400,260,65%,4009357250,265000,1019,12045,Sold,Aug/23,Feb/23,181,Available
1869,URB995,Tabanan,Other Tabanan,Leasehold,Villa,16,5,5,550,400,73%,6414198913,407548,1019,25472,Available,,Aug/24,,Available
1870,55849,North Badung,Berawa,Freehold,Villa,,4,4,350,500,143%,834259770,51213,102,,Available,,May/25,,Available
1871,BS4,North Badung,Kerobokan,Freehold,Villa,,3,4,200,225,113%,3500000000,229507,1020,,Sold,Aug/23,Jan/23,212,Available
1872,BE-2455,North Badung,Umalas,Freehold,Villa,,3,3,160,350,219%,5950000000,357036,1020,,Available,,Sep/25,,Available
1873,VCA1305Y,Mengwi,Cemagi,Leasehold,Villa,22,2,3,550,245,45%,3812511905,250000,1020,11364,Sold,Feb/23,Jan/23,31,Available
1874,360095,North Badung,Kerobokan,Leasehold,Villa,8,3,2,101,157,155%,2600000000,160114,1020,20014,Available,,Jul/24,,Available
1875,79611,North Badung,Kerobokan,Freehold,Villa,,3,3,160,200,125%,3233269680,204182,1021,,Sold,Nov/24,Nov/24,,Available
1876,VLH0404,North Badung,Umalas,Leasehold,Villa,19,2,2,600,250,42%,3900000000,255359,1021,13440,Sold,Nov/23,Mar/23,,Available
1877,LHV446,Tabanan,Kaba Kaba,Leasehold,Villa,25,3,3,1000,345,35%,5500000000,352405,1021,14096,Sold,Jul/24,Jan/24,182,Available
1878,Ref.IDSCGU1048,North Badung,Canggu,Leasehold,Villa,17,2,2,174,235,135%,3660011429,240000,1021,14118,Available,,Jan/23,,Available
1879,V017-3128,Tabanan,Other Tabanan,Leasehold,Villa,20,3,3,806,345,43%,5220000000,352137,1021,17607,Sold,Mar/23,May/23,,Available
1880,VL3414,Mengwi,Tumbak Bayuh,Leasehold,Villa,18,6,7,655,471,72%,7993832486,480687,1021,26705,Available,,Oct/25,,Available
1881,50013,Gianyar,Ubud,Leasehold,Villa,22,3,2,700,700,100%,10602939286,715000,1021,32500,Sold,Sep/23,Apr/23,153,Available
1882,,Gianyar,Other Gianyar,Leasehold,Villa,30,2,2,225,191,85%,3185247975,195000,1021,6500,Available,,Jun/24,,Off Plan
1883,CVA1156,Tabanan,Other Tabanan,Freehold,Villa,,2,2,850,450,53%,7020486979,459678,1022,,Available,,Mar/23,,Available
1884,V001-1812,North Badung,Umalas,Leasehold,Villa,15,3,3,800,500,63%,8215000000,511092,1022,34073,Sold,Feb/24,May/24,,Available
1885,BE-708,Mengwi,Cemagi,Leasehold,Villa,25,1,1,108,155,144%,2587821600,158426,1022,6337,Sold,Apr/24,Jun/24,,Available
1886,CVK1300,North Badung,Kerobokan,Leasehold,Villa,25,4,3,800,550,69%,8596514356,562871,1023,22515,Available,,Mar/23,,Available
1887,RF3236,Denpasar,Sanur,Leasehold,Villa,20,2,2,64,60,94%,960000000,61365,1023,3068,Sold,Jan/25,Feb/24,335,Off Plan
1888,BB-B835,North Badung,Canggu,Leasehold,Apartment,1,1,1,80,80,100%,1350000000,81868,1023,81868,Available,,Aug/25,,Available
1889,TEVP170,Tabanan,Kaba Kaba,Leasehold,Villa,25,3,3,200,221,111%,3400000000,226172,1023,9047,Available,,Jul/23,,Available
1890,Ref.IDBPV-237-2,South Badung,Balangan,Freehold,Villa,27,3,3,210,273,130%,4282702614,279578,1024,10355,Sold,Jan/25,Sep/24,122,Off Plan
1891,,North Badung,Canggu,Leasehold,Villa,21,6,6,,297,,4506352620,303995,1024,14476,Available,,May/23,,Available
1892,PPV3797,North Badung,Berawa,Leasehold,Villa,25,2,1,105,115,110%,1850000000,117802,1024,4712,Sold,Apr/24,Mar/24,,Available
1893,,South Badung,Uluwatu,Freehold,Villa,,2,2,,125,,1938233220,128108,1025,,Available,,Feb/23,,Available
1894,VUN475F,South Badung,Ungasan,Freehold,Villa,,2,2,183,243,133%,3743169571,249000,1025,,Sold,Jan/24,Jul/23,184,Available
1895,,Tabanan,Nyanyi,Freehold,Villa,,3,5,,260,,3950000000,266464,1025,,Available,,May/23,,Available
1896,,Tabanan,Nyanyi,Leasehold,Villa,,3,5,,260,,3950000000,266464,1025,,Available,,May/23,,Available
1897,V009-1952,Mengwi,Tumbak Bayuh,Leasehold,Villa,21,3,3,510,283,55%,4300000000,289967,1025,13808,Sold,Jun/23,Apr/23,61,Available
1898,VUB1746LY,Gianyar,Ubud,Leasehold,Villa,27,3,3,800,400,50%,6203156500,410000,1025,15185,Sold,Jun/23,Feb/23,120,Available
1899,BSVL378,South Badung,Bingin,Leasehold,Villa,20,3,3,126,200,159%,3200000000,205269,1026,10263,Sold,Feb/24,Nov/23,92,Available
1900,429273,South Badung,Balangan,Leasehold,Villa,27,3,3,223,273,122%,4500000000,279965,1026,10369,Available,,May/24,,Available
1901,1213BR,Central Badung,Seminyak,Leasehold,Villa,17,3,3,380,190,50%,2890635682,195000,1026,11471,Sold,Apr/23,May/23,,Available
1902,2467,Mengwi,Pererenan,Leasehold,Villa,22,3,3,450,250,56%,4000000000,256586,1026,11663,Sold,Aug/24,Nov/23,274,Available
1903,2656,North Badung,Umalas,Leasehold,Villa,19,4,3,765,350,46%,5848110000,359000,1026,18895,Available,,May/25,,Available
1904,,North Badung,Canggu,Leasehold,Villa,19,3,3,600,400,67%,6800000000,410256,1026,21592,Available,,Feb/25,,Available
1905,PPV3610,Mengwi,Pererenan,Leasehold,Villa,27,3,4,400,663,166%,11100000000,680552,1026,25206,Sold,Aug/24,Apr/24,122,Available
1906,,North Badung,Kerobokan,Leasehold,Villa,,2,,,140,,2146939410,143746,1027,,Available,,Jun/23,,Available
1907,CVD1568,North Badung,Padonan,Freehold,Villa,,3,3,200,348,174%,5836068131,357282,1027,,Available,,Jun/24,,Available
1908,VL2652,South Badung,Pecatu,Leasehold,Villa,22,3,3,515,330,64%,5025258955,339000,1027,15409,Available,,May/23,,Available
1909,,Central Badung,Seminyak,Leasehold,Villa,8,4,4,400,239,60%,3985643620,245444,1027,30681,Sold,Nov/24,Jul/24,,Available
1910,BSVL749,South Badung,Jimbaran,Leasehold,Villa,25,3,3,140,112,80%,1903825000,115000,1027,4600,Available,,Jan/25,,Available
1911,SA420L,Denpasar,Sanur,Leasehold,Villa,25,2,2,130,115,88%,1900000000,118086,1027,4723,Available,,Dec/24,,Available
1912,TA250905,Tabanan,Kedungu,Leasehold,Villa,30,10,10,2140,150,7%,23607777273,1541130,10274,51371,Sold,Sep/24,Sep/24,,Off Plan
1913,V005-1710,North Badung,Canggu,Freehold,Villa,,3,3,120,127,106%,1950000000,130560,1028,,Sold,Jun/23,Jun/23,,Available
1914,,Central Badung,Seminyak,Leasehold,Villa,,3,4,,415,,6451830000,426436,1028,,Available,,Feb/23,,Available
1915,BPD-29932,South Badung,Nusa Dua,Leasehold,Villa,,3,3,465,360,77%,5950000000,370176,1028,,Sold,Feb/24,May/24,,Available
1916,VSE048L,Central Badung,Seminyak,Leasehold,Villa,18,2,2,300,180,60%,2825434524,185000,1028,10278,Sold,Jan/23,Mar/23,,Available
1917,BE-916,Central Badung,Seminyak,Leasehold,Villa,18,4,4,230,280,122%,4701477130,287823,1028,15990,Sold,May/25,Jun/24,334,Available
1918,RF5089B,North Badung,Babakan,Leasehold,Villa,33,2,2,119,252,212%,4077120000,259054,1028,7850,Sold,Aug/25,Aug/24,365,Off Plan
1919,BSDL149,South Badung,Ungasan,Leasehold,Villa,25,2,2,135,195,144%,3275267983,200511,1028,8020,Sold,Jan/25,Jun/24,214,Off Plan
1920,PPV2621,Mengwi,Tumbak Bayuh,Leasehold,Villa,20,2,2,260,167,64%,2800000000,171671,1028,8584,Sold,Feb/24,Apr/24,,Available
1921,,North Badung,Canggu,Leasehold,Villa,,2,,,180,,2829750000,185283,1029,,Available,,Mar/23,,Available
