DATE,REGION,LOCATION,TYPE,MGMT,BEDS,COUNT,OCCUPANCY,RATE IDR,RATE USD,MONTHLY IDR,MONTHLY USD,TOTAL REVENUE
Jan/23,Central Badung,Kuta,Villa,Professional,5,1,83.3%,"Rp3,688,023",$246,"Rp55,320,351","$3,692","$3,692"
Dec/22,Other,Candidasa,Apartment,Individual ,2,,43.9%,"Rp1,596,303",$103,"Rp14,366,727",$923,"$3,692"
May/22,Central Badung,Kuta,Apartment,Individual ,2,12,19.1%,"Rp1,035,275",$71,"Rp4,894,040",$336,"$3,692"
Sep/22,Gianyar,Ubud,Apartment,Individual ,3,2,63.0%,"Rp1,938,481",$127,"Rp28,107,971","$1,846","$3,692"
Apr/24,Other,Candidasa,Apartment,Individual ,1,11,28.2%,"Rp846,457",$52,"Rp6,677,568",$411,"$3,697"
Dec/22,Non Bali,Lombok,Guest House,Individual ,4,,21.4%,"Rp3,031,721",$195,"Rp19,200,847","$1,234","$3,701"
May/25,North Badung,Padonan,Guest House,Individual ,5,8,26.1%,"Rp1,402,262",$86,"Rp15,074,318",$925,"$3,701"
Nov/25,Other,CandiDasa,Guest House,Individual ,1,13,30.2%,"Rp761,118",$46,"Rp5,604,536",$337,"$3,702"
Jun/22,Mengwi,Mengwi,Apartment,Individual ,1,9,62.0%,"Rp547,059",$37,"Rp6,139,184",$412,"$3,709"
Oct/21,Other,Nusa Lembongan,Villa,Professional,1,,13.8%,"Rp4,044,070",$285,"Rp10,514,583",$742,"$3,711"
Jun/22,Other,Kintamani,Guest House,Individual ,3,,22.0%,"Rp1,535,622",$103,"Rp6,910,223",$464,"$3,711"
Feb/22,North Badung,Padonan,Apartment,Professional,1,9,47.2%,"Rp702,010",$49,"Rp5,928,150",$413,"$3,714"
Jun/24,Non Bali,Lombok,Villa,Professional,5,,13.0%,"Rp10,133,702",$619,"Rp60,802,212","$3,714","$3,714"
Dec/21,Other,Candidasa,Villa,Individual ,3,,29.6%,"Rp1,825,588",$128,"Rp6,617,756",$464,"$3,715"
Apr/25,South Badung,Jimbaran,Guest House,Individual ,3,10,11.9%,"Rp1,928,170",$116,"Rp12,340,290",$743,"$3,717"
May/25,Gianyar,Ubud,Guest House,Individual ,5,4,17.8%,"Rp3,368,204",$207,"Rp20,209,167","$1,241","$3,722"
Oct/23,Denpasar,Denpasar,Apartment,Individual ,2,8,36.2%,"Rp924,807",$58,"Rp7,398,455",$466,"$3,727"
Oct/21,Non Bali,Lombok,Villa,Individual ,1,,15.6%,"Rp1,390,530",$98,"Rp5,871,064",$414,"$3,730"
Apr/23,Non Bali,Lombok,Guest House,Individual ,2,,28.5%,"Rp1,120,005",$76,"Rp7,839,973",$535,"$3,742"
Sep/24,Non Bali,Lombok,Guest House,Individual ,5,8,14.2%,"Rp1,717,250",$113,"Rp11,333,848",$749,"$3,744"
Dec/24,Gianyar,Ubud,Guest House,Professional,3,9,23.4%,"Rp2,317,306",$144,"Rp6,694,510",$416,"$3,745"
Mar/22,Denpasar,Sanur,Apartment,Individual ,2,6,26.4%,"Rp1,582,424",$110,"Rp8,967,023",$624,"$3,745"
Jan/23,Other,Candidasa,Apartment,Individual ,2,,40.4%,"Rp1,336,225",$89,"Rp9,353,523",$624,"$3,745"
Feb/23,Other,Munduk,Villa,Individual ,2,4,34.4%,"Rp2,719,138",$178,"Rp14,275,474",$936,"$3,746"
Jun/22,Mengwi,Mengwi,Villa,Professional,2,6,31.0%,"Rp1,268,122",$85,"Rp11,159,477",$749,"$3,746"
Mar/23,Central Badung,Legian,Apartment,Professional,1,8,43.3%,"Rp720,589",$48,"Rp8,029,444",$536,"$3,750"
Jan/22,Denpasar,Sanur,Villa,Professional,1,5,24.4%,"Rp1,634,028",$114,"Rp13,480,727",$937,"$3,750"
Oct/23,Mengwi,Mengwi,Apartment,Individual ,1,8,51.1%,"Rp877,095",$55,"Rp7,455,385",$469,"$3,756"
Nov/21,Gianyar,Ubud,Guest House,Individual ,3,,13.7%,"Rp1,494,595",$104,"Rp4,891,427",$342,"$3,757"
Apr/22,Other,Candidasa,Villa,Individual ,3,,29.8%,"Rp1,757,378",$121,"Rp6,053,143",$418,"$3,758"
Feb/24,Other,Candidasa,Apartment,Individual ,1,14,32.9%,"Rp711,411",$45,"Rp5,367,862",$342,"$3,759"
Feb/23,South Badung,Jimbaran,Apartment,Professional,1,8,39.6%,"Rp1,082,275",$71,"Rp8,194,343",$538,"$3,763"
Feb/24,Central Badung,Kuta,Villa,Professional,4,4,6.3%,"Rp9,862,091",$628,"Rp59,172,546","$3,767","$3,767"
Feb/22,North Badung,Canggu,Apartment,Professional,1,10,40.7%,"Rp702,712",$49,"Rp5,410,885",$377,"$3,767"
Aug/22,Mengwi,Mengwi,Villa,Professional,1,2,65.3%,"Rp1,746,853",$118,"Rp27,949,655","$1,883","$3,767"
Mar/24,Non Bali,Lombok,Villa,Professional,4,,17.7%,"Rp5,427,948",$342,"Rp29,853,713","$1,884","$3,767"
Dec/22,Gianyar,Ubud,Apartment,Professional,1,6,82.5%,"Rp1,127,680",$72,"Rp9,773,283",$628,"$3,767"
Nov/22,Mengwi,Mengwi,Villa,Professional,1,10,16.1%,"Rp1,647,445",$105,"Rp11,861,607",$754,"$3,770"
Jun/22,Gianyar,Ubud,Apartment,Individual ,3,3,79.7%,"Rp1,195,005",$80,"Rp28,082,623","$1,885","$3,771"
Jun/22,Other,Kintamani,Villa,Individual ,1,,24.9%,"Rp624,058",$42,"Rp4,011,761",$269,"$3,771"
Feb/24,Gianyar,Ubud,Guest House,Individual ,6,9,23.7%,"Rp1,057,461",$67,"Rp6,797,944",$433,"$3,772"
Dec/21,South Badung,Jimbaran,Guest House,Individual ,2,,26.4%,"Rp1,582,383",$111,"Rp7,685,903",$539,"$3,776"
Sep/25,Other,Nusa Lembongan,Guest House,Individual ,3,49,5.2%,"Rp1,399,218",$84,"Rp6,996,033",$420,"$3,778"
Mar/24,Central Badung,Legian,Apartment,Professional,1,16,28.5%,"Rp749,863",$47,"Rp5,998,906",$378,"$3,785"
Sep/25,Other,Nusa Lembongan,Guest House,Individual ,5,22,9.3%,"Rp1,402,492",$84,"Rp9,015,949",$541,"$3,787"
Oct/23,Central Badung,Legian,Villa,Professional,6,4,14.3%,"Rp4,893,096",$308,"Rp12,232,740",$770,"$3,788"
Dec/22,Non Bali,Lombok,Guest House,Individual ,3,,16.1%,"Rp2,948,907",$189,"Rp14,744,536",$947,"$3,789"
Oct/23,Gianyar,Ubud,Apartment,Individual ,3,2,51.8%,"Rp2,075,564",$131,"Rp30,095,677","$1,895","$3,790"
Aug/22,Mengwi,Mengwi,Apartment,Individual ,1,6,67.7%,"Rp655,318",$44,"Rp11,271,476",$760,"$3,798"
Jan/22,Central Badung,Seminyak,Apartment,Professional,1,7,39.5%,"Rp658,297",$46,"Rp7,805,581",$543,"$3,800"
Mar/22,North Badung,Kerobokan,Apartment,Individual ,3,2,63.6%,"Rp1,953,191",$136,"Rp1,953,191",$136,"$3,806"
Nov/22,Gianyar,Ubud,Apartment,Individual ,3,3,52.2%,"Rp1,711,420",$109,"Rp19,966,519","$1,269","$3,808"
Jun/23,Gianyar,Ubud,Apartment,Individual ,3,2,50.0%,"Rp1,903,738",$127,"Rp28,556,064","$1,905","$3,810"
Feb/23,Other,Munduk,Villa,Individual ,3,6,30.3%,"Rp1,571,257",$103,"Rp9,689,368",$636,"$3,813"
Aug/22,Tabanan,Tabanan,Apartment,Individual ,1,4,55.6%,"Rp1,132,172",$76,"Rp18,869,527","$1,272","$3,815"
May/22,Central Badung,Legian,Apartment,Professional,2,3,48.1%,"Rp1,463,992",$100,"Rp18,543,897","$1,272","$3,816"
Dec/24,Central Badung,Legian,Guest House,Professional,1,14,52.3%,"Rp777,269",$48,"Rp4,385,997",$273,"$3,816"
Apr/22,Denpasar,Sanur,Villa,Professional,2,10,18.4%,"Rp1,456,713",$100,"Rp6,919,314",$477,"$3,819"
Sep/22,Denpasar,Sanur,Villa,Professional,1,9,26.9%,"Rp1,490,862",$98,"Rp7,268,025",$477,"$3,819"
Dec/21,Non Bali,Lombok,Guest House,Individual ,4,,35.5%,"Rp4,956,738",$348,"Rp54,524,121","$3,826","$3,826"
Aug/25,Other,Amed,Villa,Professional,1,8,71.4%,"Rp574,765",$35,"Rp9,032,038",$548,"$3,834"
Nov/22,Other,Candidasa,Apartment,Individual ,1,,38.5%,"Rp973,659",$62,"Rp10,061,190",$640,"$3,838"
May/23,Non Bali,Lombok,Apartment,Individual ,1,,46.3%,"Rp766,863",$51,"Rp9,585,840",$640,"$3,838"
Nov/22,Tabanan,Tabanan,Apartment,Individual ,1,6,47.4%,"Rp1,341,831",$85,"Rp10,063,681",$640,"$3,839"
Feb/22,Denpasar,Sanur,Apartment,Individual ,2,5,27.1%,"Rp1,905,175",$133,"Rp27,625,044","$1,923","$3,846"
Nov/21,Denpasar,Denpasar,Villa,Professional,5,1,13.3%,"Rp13,774,072",$962,"Rp55,096,288","$3,848","$3,848"
Nov/21,Denpasar,Sanur,Villa,Professional,5,1,13.3%,"Rp13,774,072",$962,"Rp55,096,288","$3,848","$3,848"
Jan/22,Other,Lovina,Villa,Individual ,1,,30.7%,"Rp720,375",$50,"Rp5,546,888",$386,"$3,857"
Sep/22,Mengwi,Mengwi,Villa,Professional,1,7,31.5%,"Rp1,470,401",$97,"Rp9,802,674",$644,"$3,863"
Mar/22,Other,Nusa Penida,Villa,Individual ,2,,16.8%,"Rp1,852,066",$129,"Rp7,937,467",$552,"$3,867"
Jan/22,Other,Munduk,Villa,Individual ,3,6,24.7%,"Rp1,327,504",$92,"Rp9,292,576",$646,"$3,877"
Feb/23,Central Badung,Legian,Apartment,Professional,2,4,42.2%,"Rp1,555,534",$102,"Rp14,777,569",$969,"$3,877"
Apr/22,Other,Amed,Guest House,Individual ,1,,25.9%,"Rp365,046",$25,"Rp2,082,173",$144,"$3,878"
Dec/22,North Badung,Kerobokan,Apartment,Individual ,3,2,66.7%,"Rp2,015,094",$129,"Rp2,015,094",$129,"$3,884"
Apr/23,Central Badung,Legian,Apartment,Professional,2,6,35.1%,"Rp1,463,472",$100,"Rp9,512,571",$649,"$3,892"
Jul/24,Mengwi,Mengwi,Apartment,Individual ,2,3,44.1%,"Rp2,433,491",$150,"Rp21,090,308","$1,297","$3,892"
Nov/22,Mengwi,Mengwi,Apartment,Individual ,1,7,96.0%,"Rp631,649",$40,"Rp8,752,801",$556,"$3,895"
Sep/25,Other,Nusa Penida,Guest House,Professional,3,14,8.3%,"Rp2,240,637",$134,"Rp6,497,848",$390,"$3,899"
Sep/22,Other,Kintamani,Guest House,Individual ,3,,16.2%,"Rp1,856,213",$122,"Rp9,899,804",$650,"$3,901"
Dec/22,Central Badung,Kuta,Villa,Professional,5,1,84.2%,"Rp3,798,819",$244,"Rp60,781,104","$3,905","$3,905"
Jun/23,Other,Kintamani,Villa,Professional,1,,31.2%,"Rp1,362,156",$91,"Rp11,714,544",$781,"$3,907"
Dec/22,Other,Kintamani,Villa,Individual ,4,,51.5%,"Rp1,789,519",$115,"Rp20,281,160","$1,303","$3,909"
Jan/23,Other,Candidasa,Villa,Professional,2,,9.5%,"Rp3,561,552",$238,"Rp17,451,606","$1,165","$3,910"
Nov/24,Other,Kintamani,Guest House,Individual ,3,27,31.5%,"Rp1,511,045",$95,"Rp12,390,569",$782,"$3,911"
Nov/21,Other,Nusa Lembongan,Villa,Individual ,6,,30.4%,"Rp3,296,865",$230,"Rp18,682,238","$1,305","$3,914"
Oct/21,Other,Nusa Lembongan,Guest House,Professional,1,,10.0%,"Rp713,140",$50,"Rp2,418,523",$171,"$3,927"
Apr/22,Non Bali,Lombok,Guest House,Individual ,3,,15.3%,"Rp4,383,900",$302,"Rp28,495,350","$1,966","$3,932"
Mar/24,Other,Nusa Penida,Guest House,Individual ,5,9,16.6%,"Rp2,011,345",$127,"Rp6,928,002",$437,"$3,934"
Jan/23,Other,Nusa Penida,Guest House,Individual ,3,,5.2%,"Rp807,920",$54,"Rp3,469,312",$232,"$3,936"
Jun/23,Central Badung,Legian,Apartment,Professional,1,11,42.6%,"Rp711,801",$47,"Rp5,907,946",$394,"$3,941"
Jan/23,Other,Kintamani,Guest House,Individual ,3,,14.7%,"Rp1,476,721",$99,"Rp6,563,170",$438,"$3,942"
May/24,Denpasar,Sanur,Apartment,Individual ,3,3,37.5%,"Rp3,051,525",$188,"Rp21,360,728","$1,315","$3,945"
Mar/25,Denpasar,Sanur,Guest House,Individual ,2,23,31.6%,"Rp820,858",$50,"Rp3,862,889",$233,"$3,965"
Jun/22,Central Badung,Kuta,Apartment,Individual ,1,20,41.0%,"Rp474,160",$32,"Rp4,559,288",$306,"$3,979"
May/24,Non Bali,Lombok,Guest House,Professional,1,,16.3%,"Rp1,378,201",$85,"Rp8,096,850",$498,"$3,987"
Mar/23,Tabanan,Tabanan,Apartment,Individual ,1,5,35.4%,"Rp1,708,105",$114,"Rp11,956,736",$798,"$3,988"
Jul/22,Other,Kintamani,Guest House,Individual ,3,,14.8%,"Rp1,516,938",$102,"Rp5,916,060",$399,"$3,989"
May/23,South Badung,Bukit,Guest House,Individual ,5,,43.7%,"Rp687,628",$46,"Rp6,647,053",$444,"$3,992"
Nov/23,Other,Kintamani,Guest House,Individual ,3,,31.5%,"Rp1,511,045",$97,"Rp12,390,569",$799,"$3,996"
Feb/24,South Badung,Bukit,Apartment,Professional,2,2,83.3%,"Rp2,094,192",$133,"Rp31,412,877","$2,000","$3,999"
Nov/22,Central Badung,Legian,Apartment,Professional,1,9,52.5%,"Rp676,563",$43,"Rp7,864,971",$500,"$4,000"
Oct/23,Other,Kintamani,Guest House,Individual ,4,,33.0%,"Rp858,538",$54,"Rp10,588,691",$667,"$4,001"
Jun/22,Other,Nusa Penida,Guest House,Individual ,5,,4.1%,"Rp2,208,265",$148,"Rp6,624,762",$445,"$4,003"
Feb/24,Tabanan,Tabanan,Apartment,Individual ,1,7,43.0%,"Rp1,209,695",$77,"Rp10,484,077",$667,"$4,004"
Oct/21,North Badung,Canggu,Guest House,Individual ,3,,56.7%,"Rp1,494,163",$105,"Rp14,194,546","$1,002","$4,008"
Jan/22,Other,Nusa Lembongan,Guest House,Professional,6,,5.1%,"Rp4,695,172",$327,"Rp9,390,345",$653,"$4,016"
Apr/22,Central Badung,Kuta,Guest House,Individual ,2,14,21.5%,"Rp986,923",$68,"Rp4,852,370",$335,"$4,017"
Nov/21,Non Bali,Lombok,Guest House,Individual ,2,,17.7%,"Rp3,840,613",$268,"Rp57,609,194","$4,023","$4,023"
Feb/22,Denpasar,Sanur,Villa,Professional,1,13,89.8%,"Rp1,315,015",$92,"Rp8,265,830",$575,"$4,028"
Jul/22,Denpasar,Sanur,Apartment,Professional,1,6,59.5%,"Rp597,455",$40,"Rp9,957,576",$671,"$4,029"
Sep/22,Central Badung,Kuta,Apartment,Individual ,1,21,51.2%,"Rp357,157",$23,"Rp3,613,540",$237,"$4,035"
Nov/21,Denpasar,Denpasar,Guest House,Individual ,2,,10.3%,"Rp862,560",$60,"Rp2,512,669",$175,"$4,036"
Mar/24,Non Bali,Lombok,Villa,Professional,3,,25.5%,"Rp4,934,697",$311,"Rp32,075,530","$2,024","$4,047"
Oct/24,Other,Kintamani,Guest House,Individual ,4,192,33.0%,"Rp858,538",$55,"Rp10,588,691",$675,"$4,049"
Jan/24,Denpasar,Sanur,Apartment,Individual ,3,4,43.2%,"Rp1,996,799",$127,"Rp21,299,243","$1,350","$4,051"
Jan/22,Non Bali,Lombok,Villa,Individual ,5,,8.3%,"Rp4,863,368",$338,"Rp19,453,473","$1,353","$4,058"
Sep/22,Tabanan,Tabanan,Villa,Professional,3,2,64.9%,"Rp2,576,439",$169,"Rp30,917,274","$2,031","$4,061"
May/22,Central Badung,Legian,Apartment,Professional,1,9,36.0%,"Rp740,514",$51,"Rp6,582,280",$451,"$4,063"
Apr/23,Other,Kintamani,Villa,Individual ,4,,24.6%,"Rp2,056,813",$140,"Rp14,911,897","$1,017","$4,067"
Feb/24,Other,Kintamani,Guest House,Individual ,3,8,23.6%,"Rp1,682,192",$107,"Rp10,653,881",$678,"$4,069"
Oct/21,North Badung,Canggu,Apartment,Professional,1,9,60.2%,"Rp514,859",$36,"Rp6,407,201",$452,"$4,071"
Oct/21,North Badung,Padonan,Apartment,Professional,1,9,60.2%,"Rp514,859",$36,"Rp6,407,201",$452,"$4,071"
Oct/21,Denpasar,Denpasar,Villa,Professional,1,14,28.0%,"Rp994,696",$70,"Rp8,241,768",$582,"$4,073"
Nov/21,South Badung,Bukit,Guest House,Individual ,3,,13.3%,"Rp2,087,288",$146,"Rp5,844,405",$408,"$4,081"
May/23,Denpasar,Sanur,Apartment,Professional,1,6,39.7%,"Rp862,181",$58,"Rp10,202,429",$681,"$4,085"
Sep/24,Other,Kintamani,Guest House,Individual ,4,17,13.5%,"Rp1,407,000",$93,"Rp5,627,930",$372,"$4,090"
Aug/22,Gianyar,Ubud,Apartment,Professional,1,9,38.4%,"Rp831,530",$56,"Rp12,140,331",$818,"$4,090"
Jan/22,Other,Kintamani,Guest House,Individual ,1,,9.3%,"Rp433,015",$30,"Rp1,436,322",$100,"$4,095"
May/22,Other,Kintamani,Guest House,Individual ,4,,22.2%,"Rp1,271,331",$87,"Rp8,536,038",$585,"$4,098"
Jun/23,Denpasar,Sanur,Apartment,Individual ,2,5,80.9%,"Rp1,117,800",$75,"Rp12,295,800",$820,"$4,101"
Oct/23,Other,Munduk,Villa,Individual ,3,5,29.7%,"Rp2,171,573",$137,"Rp21,715,780","$1,367","$4,102"
Feb/22,North Badung,Kerobokan,Apartment,Individual ,3,2,75.6%,"Rp1,733,672",$121,"Rp1,733,672",$121,"$4,103"
Mar/23,Denpasar,Sanur,Apartment,Professional,1,8,31.1%,"Rp866,892",$58,"Rp7,693,664",$513,"$4,106"
Feb/23,Other,Kintamani,Guest House,Individual ,2,,18.1%,"Rp846,077",$55,"Rp3,913,146",$257,"$4,107"
Dec/21,Central Badung,Kuta,Villa,Professional,2,5,36.1%,"Rp1,127,692",$79,"Rp11,727,995",$823,"$4,115"
Feb/22,Other,Lovina,Villa,Individual ,1,,40.2%,"Rp672,259",$47,"Rp6,573,234",$458,"$4,118"
May/24,Central Badung,Legian,Apartment,Individual ,3,8,32.5%,"Rp1,241,838",$76,"Rp9,579,825",$590,"$4,128"
Dec/23,South Badung,Jimbaran,Apartment,Professional,1,3,32.9%,"Rp2,358,660",$153,"Rp21,227,938","$1,379","$4,137"
Mar/23,Non Bali,Lombok,Guest House,Individual ,2,,31.4%,"Rp1,879,176",$125,"Rp15,503,199","$1,034","$4,137"
Dec/23,Non Bali,Lombok,Villa,Professional,5,,32.1%,"Rp3,754,328",$244,"Rp31,911,787","$2,073","$4,146"
Sep/22,Central Badung,Seminyak,Apartment,Professional,2,1,69.6%,"Rp3,944,978",$259,"Rp63,119,654","$4,146","$4,146"
Aug/23,Other,Munduk,Villa,Individual ,1,4,30.7%,"Rp2,036,767",$134,"Rp15,784,941","$1,037","$4,147"
Feb/22,Tabanan,Tabanan,Villa,Professional,3,3,64.2%,"Rp1,753,811",$122,"Rp19,876,479","$1,384","$4,151"
Dec/21,Other,Nusa Lembongan,Guest House,Professional,5,,8.1%,"Rp2,957,768",$208,"Rp4,929,566",$346,"$4,151"
Oct/24,Other,Munduk,Villa,Individual ,3,17,29.7%,"Rp2,171,573",$138,"Rp21,715,780","$1,384","$4,152"
Mar/22,Other,Nusa Penida,Villa,Individual ,4,,26.7%,"Rp2,985,527",$208,"Rp29,855,265","$2,078","$4,156"
Feb/22,South Badung,Jimbaran,Apartment,Professional,3,5,28.2%,"Rp2,714,975",$189,"Rp19,909,861","$1,386","$4,158"
Jan/22,Central Badung,Seminyak,Apartment,Individual ,3,8,14.7%,"Rp2,063,270",$143,"Rp9,972,518",$693,"$4,161"
Sep/24,Tabanan,Tabanan,Apartment,Individual ,1,9,25.7%,"Rp1,340,128",$89,"Rp10,497,718",$694,"$4,162"
May/22,Other,Amed,Villa,Individual ,4,,43.6%,"Rp2,428,096",$167,"Rp15,175,601","$1,041","$4,163"
Sep/22,Denpasar,Sanur,Apartment,Individual ,3,4,38.3%,"Rp1,550,802",$102,"Rp15,895,723","$1,044","$4,176"
Nov/21,Central Badung,Seminyak,Apartment,Professional,1,6,83.0%,"Rp490,444",$34,"Rp11,966,846",$836,"$4,178"
Aug/23,North Badung,Canggu,Apartment,Professional,2,4,75.5%,"Rp1,719,728",$113,"Rp15,907,483","$1,045","$4,179"
Apr/23,South Badung,Bukit,Guest House,Individual ,5,,47.2%,"Rp562,415",$38,"Rp6,130,323",$418,"$4,180"
Mar/23,North Badung,Canggu,Apartment,Individual ,3,2,40.3%,"Rp2,506,578",$167,"Rp31,332,224","$2,090","$4,180"
Aug/22,North Badung,Kerobokan,Apartment,Individual ,3,2,74.5%,"Rp1,772,752",$119,"Rp1,772,752",$119,"$4,181"
Nov/23,South Badung,Bukit,Apartment,Professional,1,5,36.7%,"Rp1,802,388",$116,"Rp21,628,713","$1,395","$4,185"
Dec/23,South Badung,Bukit,Apartment,Professional,2,2,85.7%,"Rp1,790,994",$116,"Rp32,237,893","$2,094","$4,188"
Apr/22,Central Badung,Legian,Apartment,Individual ,2,16,36.7%,"Rp1,125,129",$78,"Rp4,050,418",$279,"$4,192"
Oct/21,Denpasar,Sanur,Villa,Professional,2,10,28.3%,"Rp1,165,970",$82,"Rp7,433,062",$525,"$4,198"
Oct/23,Central Badung,Legian,Apartment,Professional,1,16,28.8%,"Rp680,770",$43,"Rp5,131,948",$323,"$4,201"
Mar/22,Tabanan,Tabanan,Villa,Professional,1,6,53.6%,"Rp745,468",$52,"Rp10,063,814",$700,"$4,203"
Oct/25,Other,CandiDasa,Guest House,Individual ,1,11,30.5%,"Rp752,074",$45,"Rp7,771,486",$467,"$4,206"
Oct/25,North Badung,Canggu,Guest House,Individual ,5,4,54.4%,"Rp1,399,521",$84,"Rp23,325,402","$1,403","$4,208"
Apr/23,Non Bali,Lombok,Apartment,Individual ,1,,52.3%,"Rp761,940",$52,"Rp10,286,142",$701,"$4,208"
Dec/25,North Badung,Canggu,Guest House,Individual ,5,5,46.4%,"Rp2,195,502",$132,"Rp14,051,211",$843,"$4,213"
Apr/22,Other,Munduk,Villa,Individual ,4,1,70.0%,"Rp2,908,925",$201,"Rp61,087,421","$4,214","$4,214"
Jan/24,Non Bali,Lombok,Villa,Professional,1,,58.1%,"Rp3,696,840",$234,"Rp66,543,112","$4,218","$4,218"
Nov/22,Central Badung,Kuta,Villa,Professional,5,1,81.8%,"Rp3,690,209",$235,"Rp66,423,753","$4,223","$4,223"
Mar/23,Denpasar,Sanur,Apartment,Individual ,3,3,69.5%,"Rp1,544,645",$103,"Rp21,110,144","$1,408","$4,225"
Nov/21,Other,Nusa Penida,Guest House,Individual ,5,,10.2%,"Rp2,750,043",$192,"Rp10,083,443",$704,"$4,225"
Feb/23,Other,Candidasa,Apartment,Individual ,1,,42.2%,"Rp992,486",$65,"Rp9,215,878",$605,"$4,232"
Mar/22,Other,Munduk,Villa,Individual ,3,6,29.8%,"Rp1,294,178",$90,"Rp10,137,772",$706,"$4,233"
May/23,Other,Nusa Lembongan,Guest House,Professional,5,,27.0%,"Rp1,442,040",$96,"Rp15,862,436","$1,059","$4,234"
Apr/24,Other,Nusa Penida,Apartment,Individual ,1,11,27.4%,"Rp764,967",$47,"Rp6,258,793",$385,"$4,235"
Sep/22,Central Badung,Kuta,Villa,Professional,2,12,8.1%,"Rp2,481,129",$163,"Rp9,215,559",$605,"$4,237"
Sep/25,Mengwi,Mengwi,Guest House,Professional,1,16,24.8%,"Rp648,702",$39,"Rp4,713,846",$283,"$4,243"
Feb/22,Central Badung,Legian,Villa,Professional,1,14,32.3%,"Rp1,222,834",$85,"Rp7,642,715",$532,"$4,256"
Mar/22,Central Badung,Legian,Apartment,Individual ,1,26,23.7%,"Rp514,151",$36,"Rp2,913,571",$203,"$4,258"
Oct/23,South Badung,Bukit,Apartment,Professional,2,3,58.5%,"Rp2,181,961",$137,"Rp33,820,390","$2,130","$4,259"
Feb/23,Other,Nusa Penida,Guest House,Individual ,5,,29.2%,"Rp1,002,083",$66,"Rp5,921,374",$388,"$4,273"
Oct/21,Non Bali,Lombok,Villa,Professional,2,,30.4%,"Rp4,324,818",$305,"Rp30,273,729","$2,137","$4,274"
May/24,Central Badung,Kuta,Apartment,Individual ,2,10,41.5%,"Rp890,964",$55,"Rp8,686,816",$535,"$4,278"
Jan/24,Other,Candidasa,Apartment,Individual ,1,16,19.3%,"Rp925,406",$59,"Rp6,141,388",$389,"$4,282"
Feb/23,North Badung,Canggu,Apartment,Individual ,3,2,73.8%,"Rp2,119,793",$139,"Rp32,856,793","$2,155","$4,311"
Feb/23,Central Badung,Kuta,Villa,Professional,5,1,78.3%,"Rp3,651,600",$240,"Rp65,728,800","$4,311","$4,311"
Oct/23,Central Badung,Kuta,Apartment,Individual ,2,8,29.8%,"Rp1,343,510",$85,"Rp8,564,800",$539,"$4,315"
May/22,Mengwi,Mengwi,Villa,Professional,2,6,31.2%,"Rp1,430,081",$98,"Rp10,487,312",$719,"$4,316"
May/24,South Badung,Bukit,Apartment,Professional,2,1,93.6%,"Rp2,417,796",$149,"Rp70,116,084","$4,316","$4,316"
Dec/21,Central Badung,Seminyak,Apartment,Professional,2,2,66.7%,"Rp2,200,635",$154,"Rp30,808,893","$2,162","$4,324"
Mar/23,Mengwi,Mengwi,Villa,Professional,2,9,18.9%,"Rp1,581,287",$105,"Rp8,104,096",$541,"$4,325"
Sep/23,Denpasar,Sanur,Apartment,Individual ,2,7,60.4%,"Rp1,096,095",$71,"Rp11,143,687",$721,"$4,328"
Feb/23,Other,Amed,Villa,Individual ,4,,60.7%,"Rp2,279,102",$149,"Rp22,031,320","$1,445","$4,335"
Oct/23,Central Badung,Kuta,Villa,Professional,4,4,65.6%,"Rp1,721,601",$108,"Rp17,216,013","$1,084","$4,337"
Jul/22,Other,Candidasa,Apartment,Individual ,2,,39.4%,"Rp1,739,577",$117,"Rp21,454,828","$1,447","$4,340"
Feb/22,Central Badung,Seminyak,Apartment,Individual ,2,17,27.1%,"Rp931,087",$65,"Rp5,198,615",$362,"$4,343"
Feb/25,Tabanan,Tabanan,Guest House,Professional,1,10,17.0%,"Rp1,640,784",$99,"Rp2,260,196",$136,"$4,354"
May/24,Non Bali,Lombok,Apartment,Individual ,2,,26.9%,"Rp2,214,512",$136,"Rp17,716,093","$1,091","$4,362"
Nov/22,Non Bali,Lombok,Guest House,Individual ,3,,13.4%,"Rp3,433,788",$218,"Rp17,168,942","$1,091","$4,366"
Jun/22,Tabanan,Tabanan,Villa,Professional,3,5,38.6%,"Rp1,912,885",$128,"Rp32,519,045","$2,183","$4,366"
Oct/22,Other,Candidasa,Apartment,Individual ,2,,62.2%,"Rp1,481,968",$95,"Rp17,042,628","$1,093","$4,371"
Oct/21,Other,Lovina,Villa,Individual ,2,,14.1%,"Rp999,483",$71,"Rp4,426,223",$312,"$4,375"
Mar/22,Other,Nusa Penida,Villa,Individual ,3,,32.9%,"Rp2,620,263",$182,"Rp15,721,580","$1,094","$4,377"
Sep/25,Other,Lovina,Guest House,Individual ,2,10,41.7%,"Rp695,087",$42,"Rp8,109,295",$487,"$4,379"
Sep/22,Denpasar,Sanur,Apartment,Individual ,2,6,57.1%,"Rp1,112,265",$73,"Rp11,122,598",$731,"$4,383"
Dec/21,Tabanan,Tabanan,Guest House,Individual ,2,,32.0%,"Rp993,740",$70,"Rp5,691,485",$399,"$4,393"
Apr/24,North Badung,Canggu,Apartment,Professional,2,3,67.1%,"Rp1,349,067",$83,"Rp23,833,524","$1,466","$4,399"
