ID,DATE,REGION,LOCATION,TYPE,MGMT,BEDS,COUNT,OCCUPANCY,RATE_USD,MONTHLY_USD,TOTAL_USD
254,Feb/25,Central Badung,Kuta,Guest House,Individual,1,15,40%,$40.00,$466.00,"$7,094.00"
255,Jan/22,Central Badung,Kuta,Guest House,Individual,1,2,22%,$28.00,$181.00,$393.00
256,Jan/23,Central Badung,Kuta,Guest House,Individual,1,10,31%,$38.00,$372.00,"$3,538.00"
257,Jan/24,Central Badung,Kuta,Guest House,Individual,1,34,31%,$41.00,$397.00,"$13,542.00"
258,Jan/25,Central Badung,Kuta,Guest House,Individual,1,25,32%,$41.00,$414.00,"$10,329.00"
259,Jul/22,Central Badung,Kuta,Guest House,Individual,1,4,37%,$36.00,$348.00,"$1,528.00"
260,Jul/23,Central Badung,Kuta,Guest House,Individual,1,7,52%,$30.00,$376.00,"$2,606.00"
261,Jul/24,Central Badung,Kuta,Guest House,Individual,1,28,48%,$41.00,$572.00,"$16,146.00"
262,Jul/25,Central Badung,Kuta,Guest House,Individual,1,21,48%,$52.00,$741.00,"$15,316.00"
263,Jun/22,Central Badung,Kuta,Guest House,Individual,1,4,43%,$29.00,$295.00,"$1,124.00"
264,Jun/23,Central Badung,Kuta,Guest House,Individual,1,7,47%,$32.00,$415.00,"$2,859.00"
265,Jun/24,Central Badung,Kuta,Guest House,Individual,1,28,47%,$43.00,$534.00,"$15,052.00"
266,Jun/25,Central Badung,Kuta,Guest House,Individual,1,19,45%,$39.00,$458.00,"$8,695.00"
267,Mar/22,Central Badung,Kuta,Guest House,Individual,1,1,22%,$31.00,$163.00,$233.00
268,Mar/23,Central Badung,Kuta,Guest House,Individual,1,6,48%,$32.00,$354.00,"$2,177.00"
269,Mar/24,Central Badung,Kuta,Guest House,Individual,1,28,39%,$43.00,$442.00,"$12,233.00"
270,Mar/25,Central Badung,Kuta,Guest House,Individual,1,14,46%,$38.00,$414.00,"$5,893.00"
271,May/22,Central Badung,Kuta,Guest House,Individual,1,3,30%,$41.00,$347.00,"$1,138.00"
272,May/23,Central Badung,Kuta,Guest House,Individual,1,8,45%,$30.00,$426.00,"$3,387.00"
273,May/24,Central Badung,Kuta,Guest House,Individual,1,27,50%,$39.00,$518.00,"$13,845.00"
274,May/25,Central Badung,Kuta,Guest House,Individual,1,18,49%,$36.00,$472.00,"$8,424.00"
275,Nov/26,Central Badung,Kuta,Guest House,Individual,1,2,15%,$27.00,$113.00,$185.00
276,Nov/22,Central Badung,Kuta,Guest House,Individual,1,5,45%,$30.00,$349.00,"$1,832.00"
277,Nov/23,Central Badung,Kuta,Guest House,Individual,1,6,48%,$26.00,$320.00,"$2,074.00"
278,Nov/24,Central Badung,Kuta,Guest House,Individual,1,19,45%,$49.00,$615.00,"$11,578.00"
279,Nov/25,Central Badung,Kuta,Guest House,Individual,1,18,44%,$30.00,$417.00,"$7,430.00"
280,Oct/26,Central Badung,Kuta,Guest House,Individual,1,2,17%,$18.00,$82.00,$151.00
281,Oct/22,Central Badung,Kuta,Guest House,Individual,1,6,43%,$31.00,$336.00,"$1,875.00"
282,Oct/23,Central Badung,Kuta,Guest House,Individual,1,7,50%,$26.00,$346.00,"$2,339.00"
283,Oct/24,Central Badung,Kuta,Guest House,Individual,1,20,45%,$49.00,$664.00,"$13,422.00"
284,Oct/25,Central Badung,Kuta,Guest House,Individual,1,20,47%,$35.00,$551.00,"$10,773.00"
285,Sep/22,Central Badung,Kuta,Guest House,Individual,1,5,46%,$31.00,$367.00,"$1,806.00"
286,Sep/23,Central Badung,Kuta,Guest House,Individual,1,7,51%,$29.00,$399.00,"$2,765.00"
287,Sep/24,Central Badung,Kuta,Guest House,Individual,1,30,51%,$45.00,$624.00,"$18,749.00"
288,Sep/25,Central Badung,Kuta,Guest House,Individual,1,21,48%,$51.00,$765.00,"$16,211.00"
289,Apr/22,Central Badung,Kuta,Guest House,Individual,2,1,22%,$68.00,$335.00,$191.00
290,Apr/23,Central Badung,Kuta,Guest House,Individual,2,1,55%,$71.00,$813.00,"$1,065.00"
291,Apr/24,Central Badung,Kuta,Guest House,Individual,2,3,45%,$143.00,"$1,996.00","$5,410.00"
292,Apr/25,Central Badung,Kuta,Guest House,Individual,2,1,26%,$113.00,"$1,138.00","$1,218.00"
293,Aug/22,Central Badung,Kuta,Guest House,Individual,2,0,36%,$93.00,$912.00,$447.00
294,Aug/23,Central Badung,Kuta,Guest House,Individual,2,1,60%,$84.00,"$1,407.00",$985.00
295,Aug/24,Central Badung,Kuta,Guest House,Individual,2,2,58%,$148.00,"$2,304.00","$4,907.00"
296,Aug/25,Central Badung,Kuta,Guest House,Individual,2,6,68%,$128.00,"$2,292.00","$12,672.00"
297,Dec/26,Central Badung,Kuta,Guest House,Individual,2,0,35%,$90.00,$777.00,$381.00
298,Dec/22,Central Badung,Kuta,Guest House,Individual,2,1,59%,$105.00,$834.00,"$1,234.00"
299,Dec/23,Central Badung,Kuta,Guest House,Individual,2,1,47%,$104.00,$670.00,$771.00
300,Dec/24,Central Badung,Kuta,Guest House,Individual,2,3,54%,$138.00,"$1,074.00","$2,909.00"
301,Dec/25,Central Badung,Kuta,Guest House,Individual,2,1,60%,$59.00,$865.00,"$1,280.00"
302,Feb/22,Central Badung,Kuta,Guest House,Individual,2,0,15%,$77.00,$461.00,$189.00
303,Feb/23,Central Badung,Kuta,Guest House,Individual,2,1,62%,$66.00,"$1,050.00","$1,071.00"
304,Feb/24,Central Badung,Kuta,Guest House,Individual,2,2,55%,$129.00,"$2,181.00","$3,926.00"
305,Feb/25,Central Badung,Kuta,Guest House,Individual,2,1,40%,$149.00,"$1,935.00","$1,974.00"
306,Jan/22,Central Badung,Kuta,Guest House,Individual,2,0,27%,$70.00,$612.00,$300.00
307,Jan/23,Central Badung,Kuta,Guest House,Individual,2,2,27%,$78.00,$630.00,"$1,109.00"
308,Jan/24,Central Badung,Kuta,Guest House,Individual,2,3,29%,$123.00,"$1,197.00","$4,068.00"
309,Jan/25,Central Badung,Kuta,Guest House,Individual,2,1,28%,$165.00,"$1,440.00","$2,131.00"
310,Jul/22,Central Badung,Kuta,Guest House,Individual,2,1,41%,$73.00,"$1,025.00",$625.00
311,Jul/23,Central Badung,Kuta,Guest House,Individual,2,1,63%,$81.00,"$1,467.00",$836.00
312,Jul/24,Central Badung,Kuta,Guest House,Individual,2,2,54%,$134.00,"$2,087.00","$4,613.00"
313,Jul/25,Central Badung,Kuta,Guest House,Individual,2,6,69%,$130.00,"$2,295.00","$14,295.00"
314,Jun/22,Central Badung,Kuta,Guest House,Individual,2,1,28%,$70.00,$560.00,$437.00
315,Jun/23,Central Badung,Kuta,Guest House,Individual,2,1,50%,$79.00,"$1,065.00",$746.00
316,Jun/24,Central Badung,Kuta,Guest House,Individual,2,2,54%,$136.00,"$2,081.00","$4,184.00"
317,Jun/25,Central Badung,Kuta,Guest House,Individual,2,1,49%,$127.00,"$1,342.00",$939.00
318,Mar/22,Central Badung,Kuta,Guest House,Individual,2,0,13%,$82.00,$328.00,$134.00
319,Mar/23,Central Badung,Kuta,Guest House,Individual,2,1,43%,$66.00,$719.00,$705.00
320,Mar/24,Central Badung,Kuta,Guest House,Individual,2,3,33%,$138.00,"$1,264.00","$3,260.00"
321,Mar/25,Central Badung,Kuta,Guest House,Individual,2,1,37%,$121.00,$666.00,$766.00
322,May/22,Central Badung,Kuta,Guest House,Individual,2,1,34%,$72.00,$623.00,$611.00
323,May/23,Central Badung,Kuta,Guest House,Individual,2,1,27%,$87.00,$849.00,$908.00
324,May/24,Central Badung,Kuta,Guest House,Individual,2,2,49%,$130.00,"$1,920.00","$3,935.00"
325,May/25,Central Badung,Kuta,Guest House,Individual,2,1,41%,$110.00,"$1,481.00",$844.00
326,Nov/26,Central Badung,Kuta,Guest House,Individual,2,0,18%,$69.00,$444.00,$164.00
327,Nov/22,Central Badung,Kuta,Guest House,Individual,2,1,45%,$70.00,$726.00,$508.00
328,Nov/23,Central Badung,Kuta,Guest House,Individual,2,0,32%,$70.00,$631.00,$284.00
329,Nov/24,Central Badung,Kuta,Guest House,Individual,2,1,43%,$142.00,"$1,820.00","$2,385.00"
330,Nov/25,Central Badung,Kuta,Guest House,Individual,2,1,51%,$55.00,$862.00,"$1,232.00"
331,Oct/26,Central Badung,Kuta,Guest House,Individual,2,0,33%,$82.00,$757.00,$371.00
332,Oct/22,Central Badung,Kuta,Guest House,Individual,2,1,45%,$80.00,$820.00,$500.00
333,Oct/23,Central Badung,Kuta,Guest House,Individual,2,1,48%,$89.00,"$1,291.00",$736.00
334,Oct/24,Central Badung,Kuta,Guest House,Individual,2,2,39%,$152.00,"$1,904.00","$3,904.00"
335,Oct/25,Central Badung,Kuta,Guest House,Individual,2,2,47%,$73.00,"$1,071.00","$1,671.00"
336,Sep/22,Central Badung,Kuta,Guest House,Individual,2,0,39%,$80.00,$846.00,$347.00
337,Sep/23,Central Badung,Kuta,Guest House,Individual,2,1,47%,$78.00,"$1,124.00",$787.00
338,Sep/24,Central Badung,Kuta,Guest House,Individual,2,2,44%,$150.00,"$1,838.00","$4,227.00"
339,Sep/25,Central Badung,Kuta,Guest House,Individual,2,6,68%,$126.00,"$2,120.00","$12,255.00"
340,Aug/25,Central Badung,Kuta,Guest House,Individual,3,7,67%,$192.00,"$3,110.00","$21,926.00"
341,Jul/25,Central Badung,Kuta,Guest House,Individual,3,7,69%,$198.00,"$3,284.00","$24,367.00"
342,Sep/25,Central Badung,Kuta,Guest House,Individual,3,7,67%,$185.00,"$3,153.00","$22,765.00"
343,Aug/25,Central Badung,Kuta,Guest House,Individual,4,3,63%,$294.00,"$4,740.00","$11,850.00"
344,Jul/25,Central Badung,Kuta,Guest House,Individual,4,2,71%,$309.00,"$5,699.00","$13,336.00"
345,Sep/25,Central Badung,Kuta,Guest House,Individual,4,2,67%,$277.00,"$4,782.00","$11,572.00"
346,Aug/25,Central Badung,Kuta,Guest House,Individual,5,1,65%,$369.00,"$6,160.00","$8,809.00"
347,Jul/25,Central Badung,Kuta,Guest House,Individual,5,1,73%,$371.00,"$6,552.00","$9,107.00"
348,Sep/25,Central Badung,Kuta,Guest House,Individual,5,1,67%,$353.00,"$6,346.00","$7,298.00"
349,Aug/25,Central Badung,Kuta,Guest House,Individual,6,2,40%,$523.00,"$6,165.00","$10,111.00"
350,Jul/25,Central Badung,Kuta,Guest House,Individual,6,2,59%,$492.00,"$6,577.00","$10,523.00"
351,Sep/25,Central Badung,Kuta,Guest House,Individual,6,2,57%,$425.00,"$5,736.00","$8,719.00"
352,Apr/25,Central Badung,Kuta,Guest House,Professional,1,1,10%,$39.00,$110.00,$67.00
353,Aug/25,Central Badung,Kuta,Guest House,Professional,1,0,63%,$130.00,"$2,353.00",$682.00
354,Dec/24,Central Badung,Kuta,Guest House,Professional,1,2,45%,$91.00,$653.00,"$1,580.00"
355,Jul/25,Central Badung,Kuta,Guest House,Professional,1,1,45%,$114.00,"$1,840.00","$1,049.00"
356,Jun/25,Central Badung,Kuta,Guest House,Professional,1,0,43%,$34.00,$382.00,$126.00
357,May/25,Central Badung,Kuta,Guest House,Professional,1,0,37%,$31.00,$295.00,$109.00
358,Nov/24,Central Badung,Kuta,Guest House,Professional,1,2,40%,$102.00,"$1,245.00","$1,942.00"
359,Oct/24,Central Badung,Kuta,Guest House,Professional,1,2,43%,$108.00,"$1,269.00","$2,335.00"
360,Sep/25,Central Badung,Kuta,Guest House,Professional,1,1,66%,$107.00,"$1,630.00",$994.00
361,Aug/25,Central Badung,Kuta,Guest House,Professional,2,1,51%,$139.00,"$1,897.00","$1,556.00"
362,Dec/24,Central Badung,Kuta,Guest House,Professional,2,1,38%,$200.00,"$1,648.00","$1,005.00"
363,Jul/25,Central Badung,Kuta,Guest House,Professional,2,1,59%,$143.00,"$2,048.00","$2,355.00"
364,Nov/24,Central Badung,Kuta,Guest House,Professional,2,0,20%,$212.00,"$1,273.00",$420.00
365,Oct/24,Central Badung,Kuta,Guest House,Professional,2,0,40%,$222.00,"$2,376.00",$879.00
366,Sep/25,Central Badung,Kuta,Guest House,Professional,2,1,65%,$136.00,"$1,970.00","$1,931.00"
367,Aug/25,Central Badung,Kuta,Guest House,Professional,3,1,68%,$206.00,"$3,784.00","$5,411.00"
368,Jul/25,Central Badung,Kuta,Guest House,Professional,3,2,68%,$225.00,"$3,957.00","$6,648.00"
369,Sep/25,Central Badung,Kuta,Guest House,Professional,3,2,68%,$205.00,"$3,594.00","$5,607.00"
370,Aug/25,Central Badung,Kuta,Guest House,Professional,4,1,58%,$304.00,"$4,708.00","$4,237.00"
371,Jul/25,Central Badung,Kuta,Guest House,Professional,4,1,70%,$310.00,"$5,518.00","$5,187.00"
372,Sep/25,Central Badung,Kuta,Guest House,Professional,4,1,68%,$268.00,"$4,182.00","$4,098.00"
373,Apr/22,Central Badung,Kuta,Villa,Individual,1,28,47%,$100.00,"$1,036.00","$28,856.00"
374,Apr/23,Central Badung,Kuta,Villa,Individual,1,47,47%,$127.00,"$1,633.00","$77,545.00"
375,Apr/24,Central Badung,Kuta,Villa,Individual,1,38,47%,$127.00,"$1,666.00","$62,695.00"
376,Apr/25,Central Badung,Kuta,Villa,Individual,1,28,51%,$111.00,"$1,617.00","$44,740.00"
377,Aug/22,Central Badung,Kuta,Villa,Individual,1,35,52%,$134.00,"$1,939.00","$68,438.00"
378,Aug/23,Central Badung,Kuta,Villa,Individual,1,37,53%,$144.00,"$2,211.00","$81,953.00"
379,Aug/24,Central Badung,Kuta,Villa,Individual,1,38,58%,$140.00,"$2,202.00","$83,706.00"
380,Aug/25,Central Badung,Kuta,Villa,Individual,1,26,60%,$116.00,"$1,941.00","$51,236.00"
381,Dec/26,Central Badung,Kuta,Villa,Individual,1,21,50%,$103.00,"$1,157.00","$24,714.00"
382,Dec/22,Central Badung,Kuta,Villa,Individual,1,53,61%,$142.00,"$1,577.00","$83,744.00"
383,Dec/23,Central Badung,Kuta,Villa,Individual,1,47,59%,$141.00,"$1,439.00","$68,159.00"
384,Dec/24,Central Badung,Kuta,Villa,Individual,1,52,58%,$123.00,"$1,214.00","$62,978.00"
385,Dec/25,Central Badung,Kuta,Villa,Individual,1,30,54%,$100.00,"$1,299.00","$38,787.00"
386,Feb/22,Central Badung,Kuta,Villa,Individual,1,17,40%,$95.00,$932.00,"$15,561.00"
387,Feb/23,Central Badung,Kuta,Villa,Individual,1,35,52%,$123.00,"$1,619.00","$57,339.00"
388,Feb/24,Central Badung,Kuta,Villa,Individual,1,33,51%,$120.00,"$1,576.00","$52,581.00"
389,Feb/25,Central Badung,Kuta,Villa,Individual,1,33,43%,$101.00,"$1,195.00","$39,508.00"
390,Jan/22,Central Badung,Kuta,Villa,Individual,1,22,34%,$99.00,$936.00,"$20,498.00"
391,Jan/23,Central Badung,Kuta,Villa,Individual,1,55,32%,$135.00,"$1,333.00","$73,287.00"
392,Jan/24,Central Badung,Kuta,Villa,Individual,1,50,28%,$129.00,"$1,172.00","$58,032.00"
393,Jan/25,Central Badung,Kuta,Villa,Individual,1,52,29%,$117.00,"$1,102.00","$57,015.00"
394,Jul/22,Central Badung,Kuta,Villa,Individual,1,37,50%,$125.00,"$1,777.00","$65,427.00"
395,Jul/23,Central Badung,Kuta,Villa,Individual,1,38,51%,$145.00,"$2,143.00","$80,674.00"
396,Jul/24,Central Badung,Kuta,Villa,Individual,1,37,50%,$135.00,"$2,114.00","$78,349.00"
397,Jul/25,Central Badung,Kuta,Villa,Individual,1,27,53%,$122.00,"$1,827.00","$49,670.00"
398,Jun/22,Central Badung,Kuta,Villa,Individual,1,40,48%,$117.00,"$1,448.00","$58,307.00"
399,Jun/23,Central Badung,Kuta,Villa,Individual,1,39,55%,$132.00,"$1,925.00","$74,494.00"
400,Jun/24,Central Badung,Kuta,Villa,Individual,1,37,53%,$132.00,"$1,922.00","$70,707.00"
401,Jun/25,Central Badung,Kuta,Villa,Individual,1,31,55%,$125.00,"$1,837.00","$56,558.00"
402,Mar/22,Central Badung,Kuta,Villa,Individual,1,22,41%,$89.00,$822.00,"$18,275.00"
403,Mar/23,Central Badung,Kuta,Villa,Individual,1,44,46%,$128.00,"$1,396.00","$61,167.00"
404,Mar/24,Central Badung,Kuta,Villa,Individual,1,37,42%,$122.00,"$1,417.00","$52,050.00"
405,Mar/25,Central Badung,Kuta,Villa,Individual,1,30,42%,$101.00,"$1,186.00","$35,554.00"
406,May/22,Central Badung,Kuta,Villa,Individual,1,38,49%,$121.00,"$1,629.00","$61,578.00"
407,May/23,Central Badung,Kuta,Villa,Individual,1,42,43%,$123.00,"$1,653.00","$69,660.00"
408,May/24,Central Badung,Kuta,Villa,Individual,1,36,56%,$127.00,"$1,971.00","$70,370.00"
409,May/25,Central Badung,Kuta,Villa,Individual,1,29,56%,$112.00,"$1,617.00","$47,144.00"
410,Nov/26,Central Badung,Kuta,Villa,Individual,1,18,41%,$86.00,$909.00,"$16,070.00"
411,Nov/22,Central Badung,Kuta,Villa,Individual,1,34,53%,$113.00,"$1,499.00","$51,553.00"
412,Nov/23,Central Badung,Kuta,Villa,Individual,1,33,45%,$129.00,"$1,777.00","$58,415.00"
413,Nov/24,Central Badung,Kuta,Villa,Individual,1,35,49%,$117.00,"$1,698.00","$59,614.00"
414,Nov/25,Central Badung,Kuta,Villa,Individual,1,26,51%,$101.00,"$1,524.00","$39,617.00"
415,Oct/26,Central Badung,Kuta,Villa,Individual,1,16,49%,$99.00,"$1,095.00","$17,775.00"
416,Oct/22,Central Badung,Kuta,Villa,Individual,1,34,52%,$117.00,"$1,647.00","$55,640.00"
417,Oct/23,Central Badung,Kuta,Villa,Individual,1,39,46%,$127.00,"$1,833.00","$71,321.00"
418,Oct/24,Central Badung,Kuta,Villa,Individual,1,39,49%,$126.00,"$1,874.00","$72,304.00"
419,Oct/25,Central Badung,Kuta,Villa,Individual,1,27,53%,$110.00,"$1,782.00","$48,958.00"
420,Sep/22,Central Badung,Kuta,Villa,Individual,1,35,47%,$122.00,"$1,666.00","$58,276.00"
421,Sep/23,Central Badung,Kuta,Villa,Individual,1,39,56%,$134.00,"$1,979.00","$77,988.00"
422,Sep/24,Central Badung,Kuta,Villa,Individual,1,39,55%,$135.00,"$2,031.00","$79,630.00"
423,Sep/25,Central Badung,Kuta,Villa,Individual,1,27,59%,$112.00,"$1,746.00","$47,681.00"
424,Apr/22,Central Badung,Kuta,Villa,Individual,2,34,55%,$150.00,"$1,696.00","$56,868.00"
425,Apr/23,Central Badung,Kuta,Villa,Individual,2,48,66%,$183.00,"$3,077.00","$147,120.00"
426,Apr/24,Central Badung,Kuta,Villa,Individual,2,44,65%,$180.00,"$3,010.00","$133,520.00"
427,Apr/25,Central Badung,Kuta,Villa,Individual,2,42,61%,$155.00,"$2,502.00","$105,122.00"
428,Aug/22,Central Badung,Kuta,Villa,Individual,2,42,65%,$183.00,"$3,048.00","$129,321.00"
429,Aug/23,Central Badung,Kuta,Villa,Individual,2,45,69%,$202.00,"$3,645.00","$163,170.00"
430,Aug/24,Central Badung,Kuta,Villa,Individual,2,46,74%,$205.00,"$3,871.00","$178,366.00"
431,Aug/25,Central Badung,Kuta,Villa,Individual,2,44,71%,$165.00,"$3,054.00","$135,371.00"
432,Dec/26,Central Badung,Kuta,Villa,Individual,2,27,63%,$162.00,"$2,126.00","$57,862.00"
433,Dec/22,Central Badung,Kuta,Villa,Individual,2,54,71%,$203.00,"$2,958.00","$159,088.00"
434,Dec/23,Central Badung,Kuta,Villa,Individual,2,52,64%,$202.00,"$2,762.00","$143,921.00"
435,Dec/24,Central Badung,Kuta,Villa,Individual,2,56,62%,$176.00,"$2,341.00","$130,433.00"
436,Dec/25,Central Badung,Kuta,Villa,Individual,2,45,58%,$135.00,"$1,975.00","$89,312.00"
437,Feb/22,Central Badung,Kuta,Villa,Individual,2,21,48%,$144.00,"$1,658.00","$35,543.00"
438,Feb/23,Central Badung,Kuta,Villa,Individual,2,43,63%,$181.00,"$2,709.00","$116,049.00"
439,Feb/24,Central Badung,Kuta,Villa,Individual,2,44,58%,$171.00,"$2,467.00","$107,317.00"
440,Feb/25,Central Badung,Kuta,Villa,Individual,2,43,52%,$147.00,"$1,971.00","$85,429.00"
441,Jan/22,Central Badung,Kuta,Villa,Individual,2,28,42%,$147.00,"$1,616.00","$45,324.00"
442,Jan/23,Central Badung,Kuta,Villa,Individual,2,54,51%,$199.00,"$2,633.00","$143,131.00"
443,Jan/24,Central Badung,Kuta,Villa,Individual,2,53,47%,$187.00,"$2,427.00","$127,754.00"
444,Jan/25,Central Badung,Kuta,Villa,Individual,2,56,48%,$169.00,"$2,305.00","$128,530.00"
445,Jul/22,Central Badung,Kuta,Villa,Individual,2,43,62%,$184.00,"$2,911.00","$126,044.00"
446,Jul/23,Central Badung,Kuta,Villa,Individual,2,44,73%,$199.00,"$3,788.00","$165,246.00"
447,Jul/24,Central Badung,Kuta,Villa,Individual,2,46,72%,$197.00,"$3,744.00","$171,902.00"
448,Jul/25,Central Badung,Kuta,Villa,Individual,2,46,70%,$171.00,"$3,138.00","$142,939.00"
449,Jun/22,Central Badung,Kuta,Villa,Individual,2,44,57%,$165.00,"$2,275.00","$100,807.00"
450,Jun/23,Central Badung,Kuta,Villa,Individual,2,45,70%,$183.00,"$3,177.00","$142,762.00"
451,Jun/24,Central Badung,Kuta,Villa,Individual,2,45,72%,$189.00,"$3,383.00","$150,926.00"
452,Jun/25,Central Badung,Kuta,Villa,Individual,2,44,69%,$165.00,"$2,882.00","$127,406.00"
453,Mar/22,Central Badung,Kuta,Villa,Individual,2,26,55%,$135.00,"$1,583.00","$41,079.00"
454,Mar/23,Central Badung,Kuta,Villa,Individual,2,47,59%,$182.00,"$2,596.00","$123,169.00"
455,Mar/24,Central Badung,Kuta,Villa,Individual,2,44,56%,$173.00,"$2,555.00","$112,299.00"
456,Mar/25,Central Badung,Kuta,Villa,Individual,2,42,53%,$145.00,"$1,950.00","$82,362.00"
457,May/22,Central Badung,Kuta,Villa,Individual,2,42,56%,$166.00,"$2,355.00","$99,075.00"
458,May/23,Central Badung,Kuta,Villa,Individual,2,46,60%,$171.00,"$2,807.00","$127,878.00"
459,May/24,Central Badung,Kuta,Villa,Individual,2,44,68%,$180.00,"$3,203.00","$139,445.00"
460,May/25,Central Badung,Kuta,Villa,Individual,2,42,63%,$154.00,"$2,619.00","$110,170.00"
461,Nov/26,Central Badung,Kuta,Villa,Individual,2,23,55%,$138.00,"$1,707.00","$40,093.00"
462,Nov/22,Central Badung,Kuta,Villa,Individual,2,43,65%,$172.00,"$2,703.00","$115,150.00"
463,Nov/23,Central Badung,Kuta,Villa,Individual,2,43,57%,$177.00,"$2,663.00","$115,158.00"
464,Nov/24,Central Badung,Kuta,Villa,Individual,2,44,59%,$167.00,"$2,556.00","$113,076.00"
465,Nov/25,Central Badung,Kuta,Villa,Individual,2,43,56%,$126.00,"$2,032.00","$87,659.00"
466,Oct/26,Central Badung,Kuta,Villa,Individual,2,21,59%,$151.00,"$1,978.00","$42,009.00"
467,Oct/22,Central Badung,Kuta,Villa,Individual,2,42,64%,$178.00,"$2,823.00","$118,994.00"
468,Oct/23,Central Badung,Kuta,Villa,Individual,2,45,62%,$178.00,"$2,939.00","$132,762.00"
469,Oct/24,Central Badung,Kuta,Villa,Individual,2,46,64%,$175.00,"$2,994.00","$137,496.00"
470,Oct/25,Central Badung,Kuta,Villa,Individual,2,44,63%,$141.00,"$2,585.00","$114,667.00"
471,Sep/22,Central Badung,Kuta,Villa,Individual,2,42,64%,$175.00,"$2,796.00","$117,472.00"
472,Sep/23,Central Badung,Kuta,Villa,Individual,2,46,66%,$179.00,"$3,053.00","$138,937.00"
473,Sep/24,Central Badung,Kuta,Villa,Individual,2,46,69%,$190.00,"$3,378.00","$156,622.00"
474,Sep/25,Central Badung,Kuta,Villa,Individual,2,43,67%,$153.00,"$2,639.00","$113,931.00"
475,Apr/22,Central Badung,Kuta,Villa,Individual,3,32,55%,$221.00,"$2,578.00","$83,708.00"
476,Apr/23,Central Badung,Kuta,Villa,Individual,3,45,68%,$253.00,"$4,228.00","$190,339.00"
477,Apr/24,Central Badung,Kuta,Villa,Individual,3,46,66%,$251.00,"$4,154.00","$189,370.00"
478,Apr/25,Central Badung,Kuta,Villa,Individual,3,44,63%,$211.00,"$3,432.00","$149,685.00"
479,Aug/22,Central Badung,Kuta,Villa,Individual,3,40,66%,$266.00,"$4,391.00","$174,630.00"
480,Aug/23,Central Badung,Kuta,Villa,Individual,3,45,70%,$276.00,"$4,970.00","$222,288.00"
481,Aug/24,Central Badung,Kuta,Villa,Individual,3,49,73%,$275.00,"$5,201.00","$255,053.00"
482,Aug/25,Central Badung,Kuta,Villa,Individual,3,45,68%,$227.00,"$3,975.00","$179,446.00"
483,Dec/26,Central Badung,Kuta,Villa,Individual,3,29,65%,$226.00,"$3,083.00","$88,592.00"
484,Dec/22,Central Badung,Kuta,Villa,Individual,3,51,72%,$284.00,"$4,360.00","$223,265.00"
485,Dec/23,Central Badung,Kuta,Villa,Individual,3,54,64%,$276.00,"$3,964.00","$212,595.00"
486,Dec/24,Central Badung,Kuta,Villa,Individual,3,58,61%,$240.00,"$3,305.00","$190,821.00"
487,Dec/25,Central Badung,Kuta,Villa,Individual,3,46,56%,$219.00,"$3,120.00","$142,615.00"
488,Feb/22,Central Badung,Kuta,Villa,Individual,3,24,44%,$206.00,"$2,168.00","$51,640.00"
489,Feb/23,Central Badung,Kuta,Villa,Individual,3,43,62%,$243.00,"$3,612.00","$155,946.00"
490,Feb/24,Central Badung,Kuta,Villa,Individual,3,45,56%,$234.00,"$3,329.00","$150,144.00"
491,Feb/25,Central Badung,Kuta,Villa,Individual,3,44,50%,$194.00,"$2,422.00","$107,459.00"
492,Jan/22,Central Badung,Kuta,Villa,Individual,3,30,43%,$210.00,"$2,426.00","$72,113.00"
493,Jan/23,Central Badung,Kuta,Villa,Individual,3,51,56%,$265.00,"$3,789.00","$194,209.00"
494,Jan/24,Central Badung,Kuta,Villa,Individual,3,54,47%,$254.00,"$3,315.00","$177,909.00"
495,Jan/25,Central Badung,Kuta,Villa,Individual,3,55,52%,$227.00,"$3,203.00","$175,473.00"
496,Jul/22,Central Badung,Kuta,Villa,Individual,3,43,65%,$269.00,"$4,374.00","$186,522.00"
497,Jul/23,Central Badung,Kuta,Villa,Individual,3,44,75%,$273.00,"$5,114.00","$226,448.00"
