ID,DATE,REGION,LOCATION,TYPE,MGMT,BEDS,COUNT,OCCUPANCY,RATE_USD,MONTHLY_USD,TOTAL_USD
20100,Oct/24,North Badung,Kerobokan,Guest House,Individual,2,11,35%,$100.00,$939.00,"$9,970.00"
20101,Oct/25,North Badung,Kerobokan,Guest House,Individual,2,12,45%,$69.00,$923.00,"$10,851.00"
20102,Sep/22,North Badung,Kerobokan,Guest House,Individual,2,0,0%,,,
20103,Sep/23,North Badung,Kerobokan,Guest House,Individual,2,0,0%,,,
20104,Sep/24,North Badung,Kerobokan,Guest House,Individual,2,14,35%,$96.00,$979.00,"$14,178.00"
20105,Sep/25,North Badung,Kerobokan,Guest House,Individual,2,87,58%,$115.00,"$1,750.00","$151,638.00"
20106,Apr/22,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20107,Apr/23,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20108,Apr/24,North Badung,Kerobokan,Guest House,Individual,3,5,31%,$205.00,"$1,976.00","$10,395.00"
20109,Apr/25,North Badung,Kerobokan,Guest House,Individual,3,4,23%,$197.00,"$1,485.00","$6,148.00"
20110,Aug/22,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20111,Aug/23,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20112,Aug/24,North Badung,Kerobokan,Guest House,Individual,3,4,50%,$280.00,"$3,815.00","$14,687.00"
20113,Aug/25,North Badung,Kerobokan,Guest House,Individual,3,69,60%,$226.00,"$3,564.00","$246,260.00"
20114,Dec/26,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20115,Dec/22,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20116,Dec/23,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20117,Dec/24,North Badung,Kerobokan,Guest House,Individual,3,13,57%,$173.00,$966.00,"$12,174.00"
20118,Dec/25,North Badung,Kerobokan,Guest House,Individual,3,4,35%,$110.00,$917.00,"$4,055.00"
20119,Feb/22,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20120,Feb/23,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20121,Feb/24,North Badung,Kerobokan,Guest House,Individual,3,4,32%,$245.00,"$2,103.00","$9,086.00"
20122,Feb/25,North Badung,Kerobokan,Guest House,Individual,3,4,30%,$184.00,"$1,944.00","$7,309.00"
20123,Jan/22,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20124,Jan/23,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20125,Jan/24,North Badung,Kerobokan,Guest House,Individual,3,9,15%,$209.00,"$1,121.00","$9,582.00"
20126,Jan/25,North Badung,Kerobokan,Guest House,Individual,3,12,18%,$152.00,$815.00,"$9,581.00"
20127,Jul/22,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20128,Jul/23,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20129,Jul/24,North Badung,Kerobokan,Guest House,Individual,3,4,43%,$222.00,"$2,574.00","$9,447.00"
20130,Jul/25,North Badung,Kerobokan,Guest House,Individual,3,70,58%,$216.00,"$3,217.00","$226,524.00"
20131,Jun/22,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20132,Jun/23,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20133,Jun/24,North Badung,Kerobokan,Guest House,Individual,3,4,43%,$207.00,"$3,100.00","$11,657.00"
20134,Jun/25,North Badung,Kerobokan,Guest House,Individual,3,3,35%,$173.00,"$1,389.00","$4,569.00"
20135,Mar/22,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20136,Mar/23,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20137,Mar/24,North Badung,Kerobokan,Guest House,Individual,3,5,27%,$228.00,"$1,696.00","$7,972.00"
20138,Mar/25,North Badung,Kerobokan,Guest House,Individual,3,4,41%,$196.00,"$1,355.00","$4,973.00"
20139,May/22,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20140,May/23,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20141,May/24,North Badung,Kerobokan,Guest House,Individual,3,4,49%,$189.00,"$2,416.00","$10,680.00"
20142,May/25,North Badung,Kerobokan,Guest House,Individual,3,4,29%,$158.00,"$1,252.00","$4,470.00"
20143,Nov/26,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20144,Nov/22,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20145,Nov/23,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20146,Nov/24,North Badung,Kerobokan,Guest House,Individual,3,6,40%,$184.00,"$2,062.00","$12,411.00"
20147,Nov/25,North Badung,Kerobokan,Guest House,Individual,3,4,37%,$98.00,$954.00,"$4,216.00"
20148,Oct/26,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20149,Oct/22,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20150,Oct/23,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20151,Oct/24,North Badung,Kerobokan,Guest House,Individual,3,6,35%,$237.00,"$2,256.00","$14,418.00"
20152,Oct/25,North Badung,Kerobokan,Guest House,Individual,3,5,41%,$129.00,"$1,565.00","$7,060.00"
20153,Sep/22,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20154,Sep/23,North Badung,Kerobokan,Guest House,Individual,3,0,0%,,,
20155,Sep/24,North Badung,Kerobokan,Guest House,Individual,3,5,35%,$259.00,"$2,462.00","$11,791.00"
20156,Sep/25,North Badung,Kerobokan,Guest House,Individual,3,67,52%,$228.00,"$3,128.00","$209,605.00"
20157,Apr/25,North Badung,Kerobokan,Guest House,Individual,4,1,24%,$93.00,$912.00,"$1,030.00"
20158,Aug/25,North Badung,Kerobokan,Guest House,Individual,4,25,64%,$314.00,"$5,094.00","$125,936.00"
20159,Dec/24,North Badung,Kerobokan,Guest House,Individual,4,6,68%,$106.00,$428.00,"$2,697.00"
20160,Dec/25,North Badung,Kerobokan,Guest House,Individual,4,2,61%,$72.00,"$1,077.00","$2,434.00"
20161,Feb/25,North Badung,Kerobokan,Guest House,Individual,4,1,29%,$88.00,$844.00,"$1,029.00"
20162,Jan/25,North Badung,Kerobokan,Guest House,Individual,4,4,20%,$119.00,$720.00,"$2,708.00"
20163,Jul/25,North Badung,Kerobokan,Guest House,Individual,4,24,63%,$328.00,"$5,342.00","$128,539.00"
20164,Jun/25,North Badung,Kerobokan,Guest House,Individual,4,1,55%,$49.00,$715.00,$608.00
20165,Mar/25,North Badung,Kerobokan,Guest House,Individual,4,1,33%,$113.00,$693.00,$784.00
20166,May/25,North Badung,Kerobokan,Guest House,Individual,4,1,49%,$272.00,"$3,192.00","$2,394.00"
20167,Nov/24,North Badung,Kerobokan,Guest House,Individual,4,1,62%,$82.00,"$1,147.00","$1,399.00"
20168,Nov/25,North Badung,Kerobokan,Guest House,Individual,4,2,56%,$61.00,"$1,206.00","$2,605.00"
20169,Oct/24,North Badung,Kerobokan,Guest House,Individual,4,2,37%,$91.00,"$1,127.00","$2,435.00"
20170,Oct/25,North Badung,Kerobokan,Guest House,Individual,4,2,73%,$68.00,"$1,524.00","$3,292.00"
20171,Sep/25,North Badung,Kerobokan,Guest House,Individual,4,25,57%,$292.00,"$4,395.00","$109,866.00"
20172,Apr/25,North Badung,Kerobokan,Guest House,Individual,5,1,31%,$131.00,$708.00,$531.00
20173,Aug/25,North Badung,Kerobokan,Guest House,Individual,5,12,52%,$555.00,"$7,476.00","$89,939.00"
20174,Dec/24,North Badung,Kerobokan,Guest House,Individual,5,2,44%,$169.00,$574.00,"$1,401.00"
20175,Dec/25,North Badung,Kerobokan,Guest House,Individual,5,1,58%,$81.00,$730.00,"$1,030.00"
20176,Jul/25,North Badung,Kerobokan,Guest House,Individual,5,11,57%,$548.00,"$8,087.00","$92,761.00"
20177,Jun/25,North Badung,Kerobokan,Guest House,Individual,5,0,9%,$84.00,$244.00,$68.00
20178,May/25,North Badung,Kerobokan,Guest House,Individual,5,1,24%,$83.00,$828.00,$621.00
20179,Nov/24,North Badung,Kerobokan,Guest House,Individual,5,1,41%,$26.00,$250.00,$187.00
20180,Nov/25,North Badung,Kerobokan,Guest House,Individual,5,1,37%,$60.00,$509.00,$524.00
20181,Oct/24,North Badung,Kerobokan,Guest House,Individual,5,0,25%,$34.00,$280.00,$131.00
20182,Oct/25,North Badung,Kerobokan,Guest House,Individual,5,1,41%,$44.00,$847.00,"$1,033.00"
20183,Sep/25,North Badung,Kerobokan,Guest House,Individual,5,11,51%,$461.00,"$6,051.00","$68,795.00"
20184,Apr/25,North Badung,Kerobokan,Guest House,Individual,6,2,49%,$29.00,$363.00,$752.00
20185,Aug/25,North Badung,Kerobokan,Guest House,Individual,6,19,62%,$897.00,"$14,044.00","$267,953.00"
20186,Dec/24,North Badung,Kerobokan,Guest House,Individual,6,4,55%,$46.00,$375.00,"$1,621.00"
20187,Dec/25,North Badung,Kerobokan,Guest House,Individual,6,6,47%,$41.00,$471.00,"$2,697.00"
20188,Jul/25,North Badung,Kerobokan,Guest House,Individual,6,19,62%,$911.00,"$14,826.00","$285,704.00"
20189,Jun/25,North Badung,Kerobokan,Guest House,Individual,6,2,31%,$25.00,$249.00,$490.00
20190,May/25,North Badung,Kerobokan,Guest House,Individual,6,2,40%,$26.00,$290.00,$571.00
20191,Nov/24,North Badung,Kerobokan,Guest House,Individual,6,2,35%,$59.00,$531.00,"$1,249.00"
20192,Nov/25,North Badung,Kerobokan,Guest House,Individual,6,4,44%,$46.00,$717.00,"$2,831.00"
20193,Oct/24,North Badung,Kerobokan,Guest House,Individual,6,2,47%,$40.00,$543.00,"$1,227.00"
20194,Oct/25,North Badung,Kerobokan,Guest House,Individual,6,4,28%,$104.00,"$1,162.00","$4,588.00"
20195,Sep/25,North Badung,Kerobokan,Guest House,Individual,6,18,51%,$827.00,"$12,671.00","$229,854.00"
20196,Apr/25,North Badung,Kerobokan,Guest House,Professional,1,13,47%,$43.00,$597.00,"$7,459.00"
20197,Aug/25,North Badung,Kerobokan,Guest House,Professional,1,15,51%,$90.00,"$1,149.00","$17,721.00"
20198,Dec/24,North Badung,Kerobokan,Guest House,Professional,1,12,70%,$50.00,$449.00,"$5,531.00"
20199,Dec/25,North Badung,Kerobokan,Guest House,Professional,1,29,63%,$38.00,$573.00,"$16,414.00"
20200,Feb/25,North Badung,Kerobokan,Guest House,Professional,1,3,60%,$50.00,$807.00,"$2,274.00"
20201,Jan/25,North Badung,Kerobokan,Guest House,Professional,1,6,29%,$58.00,$587.00,"$3,812.00"
20202,Jul/25,North Badung,Kerobokan,Guest House,Professional,1,18,43%,$97.00,"$1,606.00","$28,996.00"
20203,Jun/25,North Badung,Kerobokan,Guest House,Professional,1,17,49%,$44.00,$579.00,"$9,911.00"
20204,Mar/25,North Badung,Kerobokan,Guest House,Professional,1,3,55%,$43.00,$623.00,"$1,814.00"
20205,May/25,North Badung,Kerobokan,Guest House,Professional,1,14,52%,$39.00,$557.00,"$8,066.00"
20206,Nov/24,North Badung,Kerobokan,Guest House,Professional,1,6,51%,$42.00,$591.00,"$3,332.00"
20207,Nov/25,North Badung,Kerobokan,Guest House,Professional,1,21,52%,$32.00,$503.00,"$10,637.00"
20208,Oct/24,North Badung,Kerobokan,Guest House,Professional,1,7,46%,$55.00,$770.00,"$5,497.00"
20209,Oct/25,North Badung,Kerobokan,Guest House,Professional,1,20,54%,$39.00,$628.00,"$12,803.00"
20210,Sep/25,North Badung,Kerobokan,Guest House,Professional,1,21,44%,$77.00,$943.00,"$19,587.00"
20211,Apr/25,North Badung,Kerobokan,Guest House,Professional,2,2,12%,$155.00,"$1,193.00","$2,135.00"
20212,Aug/25,North Badung,Kerobokan,Guest House,Professional,2,14,65%,$137.00,"$2,174.00","$31,263.00"
20213,Dec/24,North Badung,Kerobokan,Guest House,Professional,2,7,61%,$127.00,$414.00,"$2,762.00"
20214,Jul/25,North Badung,Kerobokan,Guest House,Professional,2,15,57%,$149.00,"$2,273.00","$33,756.00"
20215,Jun/25,North Badung,Kerobokan,Guest House,Professional,2,1,35%,$155.00,"$1,380.00",$911.00
20216,May/25,North Badung,Kerobokan,Guest House,Professional,2,1,38%,$151.00,"$1,644.00","$1,085.00"
20217,Nov/24,North Badung,Kerobokan,Guest House,Professional,2,2,25%,$160.00,"$1,491.00","$2,237.00"
20218,Oct/24,North Badung,Kerobokan,Guest House,Professional,2,2,22%,$179.00,"$1,111.00","$2,189.00"
20219,Sep/25,North Badung,Kerobokan,Guest House,Professional,2,15,58%,$127.00,"$2,006.00","$30,349.00"
20220,Aug/25,North Badung,Kerobokan,Guest House,Professional,3,12,65%,$228.00,"$3,809.00","$46,551.00"
20221,Dec/24,North Badung,Kerobokan,Guest House,Professional,3,6,81%,$208.00,$793.00,"$4,472.00"
20222,Jul/25,North Badung,Kerobokan,Guest House,Professional,3,13,59%,$250.00,"$3,954.00","$51,674.00"
20223,Nov/24,North Badung,Kerobokan,Guest House,Professional,3,2,27%,$244.00,"$2,805.00","$5,273.00"
20224,Oct/24,North Badung,Kerobokan,Guest House,Professional,3,2,30%,$313.00,"$2,741.00","$5,400.00"
20225,Sep/25,North Badung,Kerobokan,Guest House,Professional,3,14,58%,$193.00,"$2,896.00","$39,209.00"
20226,Aug/25,North Badung,Kerobokan,Guest House,Professional,4,6,64%,$387.00,"$6,069.00","$34,777.00"
20227,Dec/24,North Badung,Kerobokan,Guest House,Professional,4,4,95%,$148.00,$420.00,"$1,540.00"
20228,Jul/25,North Badung,Kerobokan,Guest House,Professional,4,6,67%,$389.00,"$6,459.00","$37,007.00"
20229,Nov/24,North Badung,Kerobokan,Guest House,Professional,4,0,95%,$99.00,"$2,808.00",$533.00
20230,Oct/24,North Badung,Kerobokan,Guest House,Professional,4,0,46%,$117.00,"$2,250.00",$630.00
20231,Sep/25,North Badung,Kerobokan,Guest House,Professional,4,6,59%,$340.00,"$5,125.00","$31,311.00"
20232,Aug/25,North Badung,Kerobokan,Guest House,Professional,5,3,48%,$641.00,"$8,918.00","$27,647.00"
20233,Jul/25,North Badung,Kerobokan,Guest House,Professional,5,3,56%,$653.00,"$9,933.00","$28,011.00"
20234,Sep/25,North Badung,Kerobokan,Guest House,Professional,5,3,53%,$553.00,"$7,474.00","$21,077.00"
20235,Aug/25,North Badung,Kerobokan,Guest House,Professional,6,6,66%,"$1,103.00","$17,832.00","$98,967.00"
20236,Jul/25,North Badung,Kerobokan,Guest House,Professional,6,5,67%,"$1,084.00","$18,514.00","$97,382.00"
20237,Sep/25,North Badung,Kerobokan,Guest House,Professional,6,6,52%,"$1,035.00","$16,956.00","$95,630.00"
20238,Apr/22,North Badung,Kerobokan,Villa,Individual,1,116,55%,$80.00,$935.00,"$108,200.00"
20239,Apr/23,North Badung,Kerobokan,Villa,Individual,1,193,49%,$122.00,"$1,538.00","$296,232.00"
20240,Apr/24,North Badung,Kerobokan,Villa,Individual,1,223,53%,$124.00,"$1,709.00","$380,480.00"
20241,Apr/25,North Badung,Kerobokan,Villa,Individual,1,258,54%,$101.00,"$1,440.00","$371,891.00"
20242,Aug/22,North Badung,Kerobokan,Villa,Individual,1,149,58%,$116.00,"$1,755.00","$260,778.00"
20243,Aug/23,North Badung,Kerobokan,Villa,Individual,1,170,57%,$133.00,"$1,949.00","$331,533.00"
20244,Aug/24,North Badung,Kerobokan,Villa,Individual,1,241,61%,$127.00,"$2,059.00","$495,777.00"
20245,Aug/25,North Badung,Kerobokan,Villa,Individual,1,270,60%,$109.00,"$1,760.00","$475,855.00"
20246,Dec/26,North Badung,Kerobokan,Villa,Individual,1,91,53%,$84.00,"$1,075.00","$97,494.00"
20247,Dec/22,North Badung,Kerobokan,Villa,Individual,1,189,61%,$133.00,"$1,578.00","$297,904.00"
20248,Dec/23,North Badung,Kerobokan,Villa,Individual,1,242,55%,$137.00,"$1,315.00","$317,579.00"
20249,Dec/24,North Badung,Kerobokan,Villa,Individual,1,347,57%,$111.00,"$1,166.00","$404,334.00"
20250,Dec/25,North Badung,Kerobokan,Villa,Individual,1,287,57%,$91.00,"$1,331.00","$381,484.00"
20251,Feb/22,North Badung,Kerobokan,Villa,Individual,1,79,45%,$69.00,$721.00,"$57,195.00"
20252,Feb/23,North Badung,Kerobokan,Villa,Individual,1,150,56%,$114.00,"$1,494.00","$223,944.00"
20253,Feb/24,North Badung,Kerobokan,Villa,Individual,1,191,52%,$118.00,"$1,468.00","$280,729.00"
20254,Feb/25,North Badung,Kerobokan,Villa,Individual,1,258,52%,$99.00,"$1,317.00","$339,820.00"
20255,Jan/22,North Badung,Kerobokan,Villa,Individual,1,91,41%,$73.00,$784.00,"$71,079.00"
20256,Jan/23,North Badung,Kerobokan,Villa,Individual,1,198,41%,$127.00,"$1,418.00","$280,271.00"
20257,Jan/24,North Badung,Kerobokan,Villa,Individual,1,257,32%,$125.00,"$1,212.00","$311,057.00"
20258,Jan/25,North Badung,Kerobokan,Villa,Individual,1,365,36%,$114.00,"$1,233.00","$450,176.00"
20259,Jul/22,North Badung,Kerobokan,Villa,Individual,1,146,59%,$113.00,"$1,686.00","$246,352.00"
20260,Jul/23,North Badung,Kerobokan,Villa,Individual,1,166,53%,$130.00,"$1,839.00","$306,113.00"
20261,Jul/24,North Badung,Kerobokan,Villa,Individual,1,232,54%,$129.00,"$1,969.00","$457,737.00"
20262,Jul/25,North Badung,Kerobokan,Villa,Individual,1,272,56%,$112.00,"$1,786.00","$486,380.00"
20263,Jun/22,North Badung,Kerobokan,Villa,Individual,1,145,54%,$99.00,"$1,319.00","$191,735.00"
20264,Jun/23,North Badung,Kerobokan,Villa,Individual,1,165,53%,$122.00,"$1,601.00","$264,712.00"
20265,Jun/24,North Badung,Kerobokan,Villa,Individual,1,232,55%,$124.00,"$1,806.00","$418,257.00"
20266,Jun/25,North Badung,Kerobokan,Villa,Individual,1,285,56%,$111.00,"$1,648.00","$469,209.00"
20267,Mar/22,North Badung,Kerobokan,Villa,Individual,1,97,47%,$72.00,$765.00,"$73,833.00"
20268,Mar/23,North Badung,Kerobokan,Villa,Individual,1,174,47%,$115.00,"$1,232.00","$214,220.00"
20269,Mar/24,North Badung,Kerobokan,Villa,Individual,1,216,47%,$116.00,"$1,457.00","$315,369.00"
20270,Mar/25,North Badung,Kerobokan,Villa,Individual,1,243,50%,$95.00,"$1,281.00","$311,679.00"
20271,May/22,North Badung,Kerobokan,Villa,Individual,1,135,55%,$94.00,"$1,306.00","$176,402.00"
20272,May/23,North Badung,Kerobokan,Villa,Individual,1,175,45%,$116.00,"$1,539.00","$269,049.00"
20273,May/24,North Badung,Kerobokan,Villa,Individual,1,223,56%,$121.00,"$1,768.00","$394,751.00"
20274,May/25,North Badung,Kerobokan,Villa,Individual,1,268,55%,$100.00,"$1,491.00","$399,586.00"
20275,Nov/26,North Badung,Kerobokan,Villa,Individual,1,78,48%,$70.00,$824.00,"$64,448.00"
20276,Nov/22,North Badung,Kerobokan,Villa,Individual,1,148,53%,$101.00,"$1,346.00","$199,590.00"
20277,Nov/23,North Badung,Kerobokan,Villa,Individual,1,162,49%,$111.00,"$1,475.00","$238,512.00"
20278,Nov/24,North Badung,Kerobokan,Villa,Individual,1,235,53%,$102.00,"$1,424.00","$334,269.00"
20279,Nov/25,North Badung,Kerobokan,Villa,Individual,1,257,55%,$89.00,"$1,445.00","$372,000.00"
20280,Oct/26,North Badung,Kerobokan,Villa,Individual,1,69,53%,$75.00,$911.00,"$62,579.00"
20281,Oct/22,North Badung,Kerobokan,Villa,Individual,1,140,57%,$112.00,"$1,608.00","$225,795.00"
20282,Oct/23,North Badung,Kerobokan,Villa,Individual,1,183,49%,$115.00,"$1,628.00","$297,936.00"
20283,Oct/24,North Badung,Kerobokan,Villa,Individual,1,243,55%,$106.00,"$1,650.00","$400,088.00"
20284,Oct/25,North Badung,Kerobokan,Villa,Individual,1,272,58%,$91.00,"$1,605.00","$436,121.00"
20285,Sep/22,North Badung,Kerobokan,Villa,Individual,1,146,55%,$107.00,"$1,530.00","$222,836.00"
20286,Sep/23,North Badung,Kerobokan,Villa,Individual,1,188,55%,$121.00,"$1,655.00","$311,078.00"
20287,Sep/24,North Badung,Kerobokan,Villa,Individual,1,251,59%,$121.00,"$1,888.00","$473,219.00"
20288,Sep/25,North Badung,Kerobokan,Villa,Individual,1,272,58%,$104.00,"$1,624.00","$441,856.00"
20289,Apr/22,North Badung,Kerobokan,Villa,Individual,2,109,64%,$126.00,"$1,553.00","$168,586.00"
20290,Apr/23,North Badung,Kerobokan,Villa,Individual,2,185,69%,$161.00,"$2,491.00","$460,407.00"
20291,Apr/24,North Badung,Kerobokan,Villa,Individual,2,276,63%,$155.00,"$2,423.00","$668,424.00"
20292,Apr/25,North Badung,Kerobokan,Villa,Individual,2,376,60%,$132.00,"$1,941.00","$730,633.00"
20293,Aug/22,North Badung,Kerobokan,Villa,Individual,2,147,72%,$160.00,"$2,661.00","$392,230.00"
20294,Aug/23,North Badung,Kerobokan,Villa,Individual,2,224,69%,$166.00,"$2,788.00","$625,829.00"
20295,Aug/24,North Badung,Kerobokan,Villa,Individual,2,337,69%,$172.00,"$2,991.00","$1,006,824.00"
20296,Aug/25,North Badung,Kerobokan,Villa,Individual,2,423,66%,$137.00,"$2,290.00","$967,636.00"
20297,Dec/26,North Badung,Kerobokan,Villa,Individual,2,100,62%,$133.00,"$1,616.00","$161,493.00"
20298,Dec/22,North Badung,Kerobokan,Villa,Individual,2,178,75%,$173.00,"$2,640.00","$468,958.00"
20299,Dec/23,North Badung,Kerobokan,Villa,Individual,2,284,61%,$179.00,"$2,367.00","$672,858.00"
20300,Dec/24,North Badung,Kerobokan,Villa,Individual,2,432,61%,$156.00,"$2,012.00","$869,850.00"
20301,Dec/25,North Badung,Kerobokan,Villa,Individual,2,462,59%,$114.00,"$1,719.00","$793,567.00"
20302,Feb/22,North Badung,Kerobokan,Villa,Individual,2,83,52%,$107.00,"$1,098.00","$91,636.00"
20303,Feb/23,North Badung,Kerobokan,Villa,Individual,2,154,70%,$160.00,"$2,355.00","$363,564.00"
20304,Feb/24,North Badung,Kerobokan,Villa,Individual,2,255,61%,$147.00,"$1,980.00","$504,469.00"
20305,Feb/25,North Badung,Kerobokan,Villa,Individual,2,362,52%,$128.00,"$1,615.00","$585,006.00"
20306,Jan/22,North Badung,Kerobokan,Villa,Individual,2,104,43%,$114.00,"$1,190.00","$123,371.00"
20307,Jan/23,North Badung,Kerobokan,Villa,Individual,2,189,64%,$174.00,"$2,428.00","$459,620.00"
20308,Jan/24,North Badung,Kerobokan,Villa,Individual,2,296,49%,$163.00,"$2,022.00","$599,029.00"
20309,Jan/25,North Badung,Kerobokan,Villa,Individual,2,439,51%,$153.00,"$1,970.00","$865,324.00"
20310,Jul/22,North Badung,Kerobokan,Villa,Individual,2,151,70%,$158.00,"$2,531.00","$382,488.00"
20311,Jul/23,North Badung,Kerobokan,Villa,Individual,2,216,70%,$165.00,"$2,848.00","$615,018.00"
20312,Jul/24,North Badung,Kerobokan,Villa,Individual,2,332,69%,$167.00,"$2,882.00","$956,840.00"
20313,Jul/25,North Badung,Kerobokan,Villa,Individual,2,414,63%,$143.00,"$2,325.00","$961,656.00"
20314,Jun/22,North Badung,Kerobokan,Villa,Individual,2,140,68%,$140.00,"$2,069.00","$290,327.00"
20315,Jun/23,North Badung,Kerobokan,Villa,Individual,2,198,68%,$156.00,"$2,483.00","$491,945.00"
20316,Jun/24,North Badung,Kerobokan,Villa,Individual,2,309,66%,$160.00,"$2,635.00","$812,837.00"
20317,Jun/25,North Badung,Kerobokan,Villa,Individual,2,397,64%,$140.00,"$2,218.00","$879,803.00"
20318,Mar/22,North Badung,Kerobokan,Villa,Individual,2,91,57%,$117.00,"$1,322.00","$120,268.00"
20319,Mar/23,North Badung,Kerobokan,Villa,Individual,2,169,65%,$163.00,"$2,364.00","$398,346.00"
20320,Mar/24,North Badung,Kerobokan,Villa,Individual,2,269,58%,$150.00,"$2,108.00","$567,294.00"
20321,Mar/25,North Badung,Kerobokan,Villa,Individual,2,362,52%,$126.00,"$1,644.00","$595,428.00"
20322,May/22,North Badung,Kerobokan,Villa,Individual,2,130,64%,$134.00,"$1,922.00","$249,514.00"
20323,May/23,North Badung,Kerobokan,Villa,Individual,2,187,63%,$149.00,"$2,327.00","$434,120.00"
20324,May/24,North Badung,Kerobokan,Villa,Individual,2,291,64%,$153.00,"$2,492.00","$725,786.00"
20325,May/25,North Badung,Kerobokan,Villa,Individual,2,381,58%,$129.00,"$1,975.00","$751,897.00"
20326,Nov/26,North Badung,Kerobokan,Villa,Individual,2,83,56%,$109.00,"$1,365.00","$113,784.00"
20327,Nov/22,North Badung,Kerobokan,Villa,Individual,2,153,68%,$145.00,"$2,151.00","$328,503.00"
20328,Nov/23,North Badung,Kerobokan,Villa,Individual,2,225,54%,$148.00,"$1,990.00","$448,430.00"
20329,Nov/24,North Badung,Kerobokan,Villa,Individual,2,341,57%,$142.00,"$2,046.00","$698,460.00"
20330,Nov/25,North Badung,Kerobokan,Villa,Individual,2,423,56%,$107.00,"$1,746.00","$738,792.00"
20331,Oct/26,North Badung,Kerobokan,Villa,Individual,2,80,58%,$115.00,"$1,402.00","$112,701.00"
20332,Oct/22,North Badung,Kerobokan,Villa,Individual,2,154,72%,$150.00,"$2,369.00","$364,800.00"
20333,Oct/23,North Badung,Kerobokan,Villa,Individual,2,228,60%,$143.00,"$2,153.00","$490,646.00"
20334,Oct/24,North Badung,Kerobokan,Villa,Individual,2,342,61%,$148.00,"$2,296.00","$784,850.00"
20335,Oct/25,North Badung,Kerobokan,Villa,Individual,2,438,60%,$117.00,"$2,089.00","$914,066.00"
20336,Sep/22,North Badung,Kerobokan,Villa,Individual,2,155,68%,$146.00,"$2,276.00","$353,174.00"
20337,Sep/23,North Badung,Kerobokan,Villa,Individual,2,227,65%,$147.00,"$2,362.00","$536,152.00"
20338,Sep/24,North Badung,Kerobokan,Villa,Individual,2,338,63%,$160.00,"$2,526.00","$854,995.00"
20339,Sep/25,North Badung,Kerobokan,Villa,Individual,2,417,60%,$127.00,"$1,977.00","$824,563.00"
20340,Apr/22,North Badung,Kerobokan,Villa,Individual,3,147,64%,$197.00,"$2,371.00","$349,276.00"
20341,Apr/23,North Badung,Kerobokan,Villa,Individual,3,227,70%,$246.00,"$4,025.00","$914,806.00"
20342,Apr/24,North Badung,Kerobokan,Villa,Individual,3,307,62%,$232.00,"$3,541.00","$1,088,188.00"
20343,Apr/25,North Badung,Kerobokan,Villa,Individual,3,381,59%,$196.00,"$2,894.00","$1,103,534.00"
20344,Aug/22,North Badung,Kerobokan,Villa,Individual,3,189,72%,$243.00,"$4,016.00","$758,418.00"
20345,Aug/23,North Badung,Kerobokan,Villa,Individual,3,275,67%,$250.00,"$4,215.00","$1,158,620.00"
20346,Aug/24,North Badung,Kerobokan,Villa,Individual,3,374,67%,$259.00,"$4,436.00","$1,660,492.00"
20347,Aug/25,North Badung,Kerobokan,Villa,Individual,3,429,63%,$228.00,"$3,780.00","$1,621,902.00"
20348,Dec/26,North Badung,Kerobokan,Villa,Individual,3,147,59%,$203.00,"$2,396.00","$351,386.00"
20349,Dec/22,North Badung,Kerobokan,Villa,Individual,3,227,74%,$267.00,"$4,104.00","$930,561.00"
20350,Dec/23,North Badung,Kerobokan,Villa,Individual,3,347,60%,$272.00,"$3,529.00","$1,224,553.00"
20351,Dec/24,North Badung,Kerobokan,Villa,Individual,3,465,60%,$235.00,"$3,107.00","$1,443,445.00"
20352,Dec/25,North Badung,Kerobokan,Villa,Individual,3,446,55%,$184.00,"$2,479.00","$1,106,668.00"
20353,Feb/22,North Badung,Kerobokan,Villa,Individual,3,117,49%,$181.00,"$1,966.00","$229,846.00"
